TRAVEL_ID,VISIT_AREA_ID,TRAVEL_VISIT_KEY,방문 순서,방문지명,시군구,방문지 유형,체류시간(분),만족도,재방문 의향,추천 의향,활동 수,활동 소비,사진 수
e_e000004,2304300001,e_e000004|2304300001,1,집,4159011800,21,0.0,,,,0.0,0.0,0.0
e_e000004,2304300002,e_e000004|2304300002,2,화성 관광열차 안내소 연무대 매표소,,2,0.0,,3.0,,1.0,0.0,2.0
e_e000004,2304300003,e_e000004|2304300003,3,창룡문,,2,0.0,,4.0,,1.0,0.0,0.0
e_e000004,2304300004,e_e000004|2304300004,4,수원 화성 화홍문,,2,0.0,,3.0,,1.0,0.0,1.0
e_e000004,2304300005,e_e000004|2304300005,5,집,4159011800,21,0.0,,,,0.0,0.0,0.0
e_e000006,2304300001,e_e000006|2304300001,1,집,1123010300,21,0.0,,,,0.0,0.0,0.0
e_e000006,2304300002,e_e000006|2304300002,2,청량리역 경춘선,,9,0.0,,5.0,,1.0,0.0,0.0
e_e000006,2304300003,e_e000006|2304300003,3,청평역 경춘선,,9,0.0,,5.0,,1.0,0.0,0.0
e_e000006,2304300004,e_e000006|2304300004,4,경춘선 자전거길,,1,0.0,,5.0,,1.0,0.0,3.0
e_e000006,2304300005,e_e000006|2304300005,5,베이커리 시어터,,11,0.0,,4.0,,2.0,6500.0,1.0
e_e000006,2304300006,e_e000006|2304300006,6,백암천,,12,0.0,,5.0,,3.0,19000.0,0.0
e_e000006,2304300007,e_e000006|2304300007,7,자시오 잣 주꾸미,,11,0.0,,4.0,,1.0,33000.0,0.0
e_e000006,2304300008,e_e000006|2304300008,8,신창현 풍림아이원 1차 아파트,,22,0.0,,,,0.0,0.0,0.0
e_e000006,2305010001,e_e000006|2305010001,9,마석역 경춘선,,9,0.0,,5.0,,1.0,0.0,0.0
e_e000006,2305010002,e_e000006|2305010002,10,청량리역,,9,0.0,,5.0,,1.0,0.0,0.0
e_e000006,2305010003,e_e000006|2305010003,11,집,1123010300,21,0.0,,,,0.0,0.0,0.0
e_e000009,2304290001,e_e000009|2304290001,1,친구 친지 집,4122012400,22,0.0,,,,0.0,0.0,0.0
e_e000009,2304290002,e_e000009|2304290002,2,농협안성팜랜드,,6,0.0,,4.0,,2.0,17900.0,2.0
e_e000009,2304290003,e_e000009|2304290003,3,스타필드 안성,,4,0.0,,5.0,,1.0,66240.0,0.0
e_e000009,2304290004,e_e000009|2304290004,4,대동국수 평택역점,,11,0.0,,5.0,,1.0,56000.0,0.0
e_e000009,2304290005,e_e000009|2304290005,5,편지,,11,0.0,,5.0,,1.0,41000.0,0.0
e_e000009,2304290007,e_e000009|2304290007,6,호텔 프라하,,24,0.0,,1.0,,2.0,75000.0,0.0
e_e000009,2304300001,e_e000009|2304300001,7,평택 초등학교,,12,0.0,,5.0,,2.0,0.0,0.0
e_e000009,2304300002,e_e000009|2304300002,8,샤오바오 고덕점,,11,0.0,,5.0,,1.0,32000.0,0.0
e_e000009,2304300003,e_e000009|2304300003,9,평택시 농업 생태원,,6,0.0,,5.0,,2.0,0.0,0.0
e_e000009,2304300004,e_e000009|2304300004,10,평택시 로컬푸드 재단,,10,0.0,,5.0,,1.0,8000.0,0.0
e_e000009,2304300005,e_e000009|2304300005,11,시흥 하늘휴게소 양방향,,9,0.0,,5.0,,2.0,23200.0,0.0
e_e000009,2304300006,e_e000009|2304300006,12,영남아파트,,21,0.0,,,,0.0,0.0,0.0
e_e000010,2304290001,e_e000010|2304290001,1,집,4817042000,21,0.0,,,,0.0,0.0,0.0
e_e000010,2304290002,e_e000010|2304290002,2,진주 시외버스터미널,,9,0.0,,5.0,,1.0,0.0,0.0
e_e000010,2304290003,e_e000010|2304290003,3,서울 남부터미널,,9,0.0,,5.0,,1.0,0.0,0.0
e_e000010,2304290004,e_e000010|2304290004,5,롯데리아 남부터미널점,,11,0.0,,4.0,,1.0,0.0,0.0
e_e000010,2304290005,e_e000010|2304290005,6,다이소 남부터미널점,,10,0.0,,3.0,,1.0,0.0,0.0
e_e000010,2304290006,e_e000010|2304290006,4,충무아트센터 대극장,,3,0.0,,4.0,,2.0,0.0,0.0
e_e000010,2304290007,e_e000010|2304290007,8,스탠더드 커피,,11,0.0,,5.0,,1.0,6000.0,0.0
e_e000010,2304290008,e_e000010|2304290008,9,연신내 칼국수,,11,0.0,,4.0,,2.0,26500.0,0.0
e_e000010,2304290009,e_e000010|2304290009,7,독립문,,2,0.0,,3.0,,2.0,13700.0,4.0
e_e000010,2304290010,e_e000010|2304290010,10,친구 집,1138010300,22,0.0,,,,0.0,0.0,0.0
e_e000010,2304300001,e_e000010|2304300001,11,롯데월드 샤롯데씨어터,,3,0.0,,5.0,,3.0,163960.0,1.0
e_e000010,2304300002,e_e000010|2304300002,12,미사리밀빛초계국수 롯데월드점,,11,0.0,,5.0,,1.0,46000.0,0.0
e_e000010,2304300003,e_e000010|2304300003,13,롯데월드 샤롯데씨어터,,3,0.0,,5.0,,2.0,165000.0,0.0
e_e000010,2304300004,e_e000010|2304300004,14,서울고속버스터미널(경부),,9,0.0,,3.0,,1.0,0.0,0.0
e_e000010,2304300005,e_e000010|2304300005,15,집,4817042000,21,0.0,,,,0.0,0.0,0.0
e_e000011,2304280001,e_e000011|2304280001,1,사무실,4825013100,23,0.0,,,,0.0,0.0,0.0
e_e000011,2304280002,e_e000011|2304280002,2,서울역 1호선,,9,0.0,,5.0,,1.0,0.0,0.0
e_e000011,2304280003,e_e000011|2304280003,3,삼환아파트,,22,0.0,,,,0.0,0.0,0.0
e_e000011,2304290001,e_e000011|2304290001,4,인사동 문화의 거리,,4,0.0,,5.0,,4.0,16200.0,1.0
e_e000011,2304290002,e_e000011|2304290002,5,꽃밥에 피다,,11,0.0,,1.0,,1.0,127000.0,0.0
e_e000011,2304290003,e_e000011|2304290003,7,후후 라운지,,13,0.0,,1.0,,1.0,0.0,0.0
e_e000011,2304290004,e_e000011|2304290004,6,IFC 몰,,4,0.0,,4.0,,1.0,199500.0,0.0
e_e000011,2304290005,e_e000011|2304290005,8,교대 이층집 여의도점,,11,0.0,,4.0,,1.0,301500.0,0.0
e_e000011,2304290006,e_e000011|2304290006,9,삼환아파트,,22,0.0,,,,0.0,0.0,0.0
e_e000011,2304300001,e_e000011|2304300001,10,"서울랜드, 국립현대미술관",4129010400,13,0.0,,5.0,,2.0,0.0,4.0
e_e000011,2304300002,e_e000011|2304300002,11,동원 홈 푸드라운지 국립 현대미술관점,,11,0.0,,4.0,,2.0,78000.0,0.0
e_e000011,2304300003,e_e000011|2304300003,12,광명역,,9,0.0,,4.0,,2.0,7000.0,0.0
e_e000011,2304300004,e_e000011|2304300004,13,삼진 어묵 부산역 광장점,,10,0.0,,4.0,,1.0,35100.0,0.0
e_e000011,2304300005,e_e000011|2304300005,14,김해 율하시티프라디움아파트,,21,0.0,,,,0.0,0.0,0.0
e_e000013,2304280001,e_e000013|2304280001,1,집,4511112900,21,0.0,,,,0.0,0.0,0.0
e_e000013,2304280002,e_e000013|2304280002,2,정안 알밤 휴게소 천안 방향,,9,0.0,,5.0,,1.0,5000.0,0.0
e_e000013,2304280003,e_e000013|2304280003,3,파주 프리미엄 아울렛,,4,0.0,,5.0,,4.0,255500.0,1.0
e_e000013,2304280004,e_e000013|2304280004,4,이마트 파주점,,4,0.0,,3.0,,1.0,129820.0,0.0
e_e000013,2304280005,e_e000013|2304280005,5,해브펀 캠핑 어라운드,,24,0.0,,5.0,,2.0,0.0,1.0
e_e000013,2304290001,e_e000013|2304290001,6,이케아 광명점,,4,0.0,,5.0,,1.0,6900.0,0.0
e_e000013,2304290002,e_e000013|2304290002,7,지중해마을,,6,0.0,,3.0,,2.0,17000.0,1.0
e_e000013,2304290003,e_e000013|2304290003,8,집,4511112900,21,0.0,,,,0.0,0.0,0.0
e_e000014,2305010001,e_e000014|2305010001,1,집,2817710300,21,0.0,,,,0.0,0.0,0.0
e_e000014,2305010002,e_e000014|2305010002,2,에버랜드,,6,0.0,,5.0,,3.0,189000.0,2.0
e_e000014,2305010003,e_e000014|2305010003,3,집,2817710300,21,0.0,,,,0.0,0.0,0.0
e_e000015,2304280001,e_e000015|2304280001,1,집,4511310500,21,0.0,,,,0.0,0.0,0.0
e_e000015,2304280002,e_e000015|2304280002,4,스타필드 코엑스몰,,3,0.0,,5.0,,4.0,95000.0,0.0
e_e000015,2304280003,e_e000015|2304280003,5,본가,1121510100,21,0.0,,,,0.0,0.0,0.0
e_e000015,2304280004,e_e000015|2304280004,3,정안 알밤 휴게소 천안 방향,,9,0.0,,3.0,,1.0,8000.0,0.0
e_e000015,2304280005,e_e000015|2304280005,2,전주 고속버스터미널,,9,0.0,,3.0,,1.0,0.0,0.0
e_e000015,2304290001,e_e000015|2304290001,6,아차산 김가네 맛집,,11,0.0,,3.0,,1.0,25000.0,0.0
e_e000015,2304290002,e_e000015|2304290002,7,서울어린이대공원,,7,0.0,,4.0,,1.0,0.0,0.0
e_e000015,2304290003,e_e000015|2304290003,8,스타벅스 아차산역,,11,0.0,,3.0,,1.0,13500.0,0.0
e_e000015,2304290004,e_e000015|2304290004,9,본가,1121510100,22,0.0,,,,0.0,0.0,0.0
e_e000015,2304300001,e_e000015|2304300001,10,명륜 진사갈비 서울 중곡점,,11,0.0,,4.0,,1.0,56700.0,0.0
e_e000015,2304300002,e_e000015|2304300002,11,에인절 코인 노래연습장 건대점,,3,0.0,,3.0,,1.0,3000.0,0.0
e_e000015,2304300003,e_e000015|2304300003,12,코지에 FunCity,,3,0.0,,3.0,,1.0,6000.0,0.0
e_e000015,2304300004,e_e000015|2304300004,13,엑스 클라임 건대점,,12,0.0,,4.0,,1.0,80000.0,0.0
e_e000015,2304300005,e_e000015|2304300005,14,아웃 닭 건대점,,11,0.0,,4.0,,1.0,55800.0,0.0
e_e000015,2304300006,e_e000015|2304300006,15,서피 동파,,11,0.0,,3.0,,1.0,62000.0,0.0
e_e000015,2304300007,e_e000015|2304300007,16,에코 코인 노래연습장,,12,0.0,,2.0,,1.0,4000.0,0.0
e_e000015,2304300008,e_e000015|2304300008,17,본가,1121510100,22,0.0,,,,0.0,0.0,0.0
e_e000015,2305010001,e_e000015|2305010001,24,집,4511310500,21,0.0,,,,0.0,0.0,0.0
e_e000015,2305010002,e_e000015|2305010002,18,합정옥,,11,0.0,,4.0,,1.0,24000.0,0.0
e_e000015,2305010003,e_e000015|2305010003,19,동양 방앗간,,1,0.0,,3.0,,1.0,13000.0,0.0
e_e000015,2305010004,e_e000015|2305010004,20,북촌 한옥마을,,1,0.0,,4.0,,2.0,2400.0,1.0
e_e000015,2305010005,e_e000015|2305010005,21,낙원악기상가,,4,0.0,,2.0,,1.0,0.0,0.0
e_e000015,2305010006,e_e000015|2305010006,22,본가,1121510100,22,0.0,,,,0.0,0.0,0.0
e_e000015,2305010007,e_e000015|2305010007,23,센트럴시티터미널(호남),,9,0.0,,3.0,,2.0,5200.0,0.0
e_e000016,2304290001,e_e000016|2304290001,1,집,1150010500,21,0.0,,,,0.0,0.0,0.0
e_e000016,2304290002,e_e000016|2304290002,2,현대 프리미엄 아울렛 김포점,,4,0.0,,4.0,,3.0,111220.0,4.0
e_e000016,2304290003,e_e000016|2304290003,3,롯데몰 김포공항점,,4,0.0,,4.0,,1.0,24080.0,0.0
e_e000016,2304290004,e_e000016|2304290004,4,집,1150010500,21,0.0,,,,0.0,0.0,0.0
e_e000018,2304290001,e_e000018|2304290001,1,친구 친지 집,4148011300,22,0.0,,,,0.0,0.0,0.0
e_e000018,2304290002,e_e000018|2304290002,4,해솔마을 7단지 롯데캐슬 아파트,,21,0.0,,,,0.0,0.0,0.0
e_e000018,2304290003,e_e000018|2304290003,2,미소야 일산 화정점,,11,0.0,,5.0,,1.0,48500.0,1.0
e_e000018,2304290004,e_e000018|2304290004,3,고양어린이 박물관,,13,0.0,,5.0,,1.0,10000.0,7.0
e_e000020,2304290001,e_e000020|2304290001,1,집,1141011700,21,0.0,,,,0.0,0.0,0.0
e_e000020,2304290002,e_e000020|2304290002,2,본가신숙희 진골막국수,,11,0.0,,5.0,,1.0,47000.0,0.0
e_e000020,2304290003,e_e000020|2304290003,3,아침고요 수목원,,6,0.0,,5.0,,4.0,29000.0,1.0
e_e000020,2304290004,e_e000020|2304290004,4,나무 아래 오후 N,4182033000,4,0.0,,5.0,,4.0,23300.0,0.0
e_e000020,2304290005,e_e000020|2304290005,5,파르티아 워터하우스,,24,0.0,,3.0,,1.0,0.0,1.0
e_e000020,2304290006,e_e000020|2304290006,6,가평군 농협 하나로마트 설악점,,10,0.0,,3.0,,1.0,11350.0,0.0
e_e000020,2304290007,e_e000020|2304290007,7,파르티아 워터하우스,,24,0.0,,3.0,,3.0,0.0,1.0
e_e000020,2304300001,e_e000020|2304300001,8,연청 국장,,11,0.0,,5.0,,1.0,19000.0,0.0
e_e000020,2304300002,e_e000020|2304300002,9,가평 양떼목장,,13,0.0,,3.0,,2.0,15000.0,0.0
e_e000020,2304300003,e_e000020|2304300003,10,윤명로,41820,12,0.0,,1.0,,1.0,0.0,0.0
e_e000020,2304300004,e_e000020|2304300004,11,카페 아우라,,4,0.0,,4.0,,3.0,22000.0,0.0
e_e000020,2304300005,e_e000020|2304300005,12,화도 졸음쉼터 양양 방향,,9,0.0,,5.0,,1.0,0.0,0.0
e_e000020,2304300006,e_e000020|2304300006,13,집,1141011700,21,0.0,,,,0.0,0.0,0.0
e_e000021,2304290001,e_e000021|2304290001,1,집,1159010400,21,0.0,,,,0.0,0.0,0.0
e_e000021,2304290002,e_e000021|2304290002,3,남도 사골 순댓국 본점,,10,0.0,,4.0,,1.0,33000.0,0.0
e_e000021,2304290003,e_e000021|2304290003,4,스타벅스 화성 남양 DT점,,11,0.0,,4.0,,1.0,16800.0,1.0
e_e000021,2304290004,e_e000021|2304290004,6,호텔 헤르메스,,24,0.0,,4.0,,1.0,0.0,0.0
e_e000021,2304290005,e_e000021|2304290005,7,마시다 초밥 이자카야,,11,0.0,,4.0,,1.0,0.0,0.0
e_e000021,2304290006,e_e000021|2304290006,8,준코인 노래연습장,,4,0.0,,4.0,,1.0,3000.0,0.0
e_e000021,2304290007,e_e000021|2304290007,9,호텔 헤르메스,,24,0.0,,4.0,,1.0,0.0,0.0
e_e000021,2304290008,e_e000021|2304290008,5,현대자동차 남양기술연구소 후문,,12,0.0,,4.0,,1.0,0.0,1.0
e_e000021,2304290009,e_e000021|2304290009,2,서울역,,9,0.0,,4.0,,1.0,0.0,0.0
e_e000021,2304300001,e_e000021|2304300001,10,머슴 고기 화성 시청 본점,,11,0.0,,4.0,,1.0,49000.0,0.0
e_e000021,2304300002,e_e000021|2304300002,11,티 카페 차희,,11,0.0,,4.0,,1.0,18300.0,1.0
e_e000021,2304300003,e_e000021|2304300003,12,남양성모성지,,2,0.0,,4.0,,1.0,0.0,3.0
e_e000021,2304300004,e_e000021|2304300004,13,현대자동차 남양기술연구소 후문,,12,0.0,,4.0,,1.0,0.0,0.0
e_e000021,2304300005,e_e000021|2304300005,14,수원역,,9,0.0,,4.0,,1.0,0.0,0.0
e_e000021,2304300006,e_e000021|2304300006,15,용산역,,9,0.0,,4.0,,1.0,0.0,0.0
e_e000021,2304300007,e_e000021|2304300007,16,집,1159010400,21,0.0,,,,0.0,0.0,0.0
e_e000022,2304290001,e_e000022|2304290001,1,집,,21,0.0,,,,0.0,0.0,0.0
e_e000022,2304290002,e_e000022|2304290002,2,향유 갈비,,11,0.0,,5.0,,1.0,182000.0,0.0
e_e000022,2304290003,e_e000022|2304290003,3,허브아일랜드,,6,0.0,,4.0,,1.0,18000.0,1.0
e_e000022,2304290004,e_e000022|2304290004,4,소요산,,1,0.0,,4.0,,2.0,0.0,4.0
e_e000022,2304290005,e_e000022|2304290005,5,집,,21,0.0,,,,0.0,0.0,0.0
e_e000023,2304290001,e_e000023|2304290001,1,집,2820010300,21,0.0,,,,0.0,0.0,0.0
e_e000023,2304290002,e_e000023|2304290002,2,서울 시티투어버스,,2,0.0,,3.0,,3.0,0.0,2.0
e_e000023,2304290003,e_e000023|2304290003,3,나주 소 나주곰탕 경복궁점,,11,0.0,,1.0,,1.0,27000.0,0.0
e_e000023,2304290004,e_e000023|2304290004,4,광화문광장,,2,0.0,,5.0,,2.0,0.0,3.0
e_e000023,2304290005,e_e000023|2304290005,5,스타벅스 광화문점,,11,0.0,,5.0,,2.0,16300.0,0.0
e_e000023,2304290006,e_e000023|2304290006,6,경복궁,,2,0.0,,5.0,,1.0,6000.0,1.0
e_e000023,2304290007,e_e000023|2304290007,7,집,2820010300,21,0.0,,,,0.0,0.0,0.0
e_e000025,2304300001,e_e000025|2304300001,1,집,1141011900,21,0.0,,,,0.0,0.0,0.0
e_e000025,2304300002,e_e000025|2304300002,5,집,1141011900,21,0.0,,,,0.0,0.0,0.0
e_e000025,2304300003,e_e000025|2304300003,2,꼬꼬 오리주물럭,,11,0.0,,4.0,,1.0,38000.0,0.0
e_e000025,2304300004,e_e000025|2304300004,3,캐널시티,4157010400,4,0.0,,3.0,,2.0,6000.0,1.0
e_e000025,2304300005,e_e000025|2304300005,4,포지티브 스페이스 566,,11,0.0,,2.0,,2.0,21600.0,0.0
e_e000030,2304290001,e_e000030|2304290001,1,집,1144010200,21,0.0,,,,0.0,0.0,0.0
e_e000030,2304290002,e_e000030|2304290002,2,용산역,,9,0.0,,5.0,,1.0,0.0,2.0
e_e000030,2304290003,e_e000030|2304290003,3,가평역 경춘선,,9,0.0,,5.0,,1.0,0.0,1.0
e_e000030,2304290004,e_e000030|2304290004,4,하색리,,22,0.0,,,,0.0,0.0,0.0
e_e000030,2304290005,e_e000030|2304290005,5,집,1144010200,21,0.0,,,,0.0,0.0,0.0
e_e000037,2304300001,e_e000037|2304300001,1,친구 친지 집,1154510200,22,0.0,,,,0.0,0.0,0.0
e_e000037,2304300002,e_e000037|2304300002,4,강촌 아파트,,21,0.0,,,,0.0,0.0,0.0
e_e000037,2304300003,e_e000037|2304300003,2,오서방네 조개찜,,11,0.0,,5.0,,1.0,42000.0,0.0
e_e000037,2304300004,e_e000037|2304300004,3,카페 가우디,,4,0.0,,5.0,,4.0,10000.0,8.0
e_e000038,2304280001,e_e000038|2304280001,1,사무실,1150011100,23,0.0,,,,0.0,0.0,0.0
e_e000038,2304280002,e_e000038|2304280002,2,가인,,11,0.0,,5.0,,2.0,12000.0,0.0
e_e000038,2304280003,e_e000038|2304280003,3,동백정 팔탄점,,11,0.0,,3.0,,1.0,26000.0,0.0
e_e000038,2304280009,e_e000038|2304280009,4,호텔 더 메이,,24,0.0,,5.0,,2.0,22400.0,0.0
e_e000038,2304290001,e_e000038|2304290001,9,강촌 아파트,,21,0.0,,,,0.0,0.0,0.0
e_e000038,2304290002,e_e000038|2304290002,5,월문온천,,12,0.0,,5.0,,2.0,20000.0,0.0
e_e000038,2304290003,e_e000038|2304290003,6,한우 강국,,11,0.0,,5.0,,1.0,24000.0,0.0
e_e000038,2304290004,e_e000038|2304290004,7,더 포레 베이커리,,11,0.0,,5.0,,2.0,32100.0,3.0
e_e000038,2304290005,e_e000038|2304290005,8,모던하우스 용산 아이파크몰점,,10,0.0,,5.0,,1.0,48100.0,0.0
e_e000039,2304290001,e_e000039|2304290001,1,집,,21,0.0,,,,0.0,0.0,0.0
e_e000039,2304290002,e_e000039|2304290002,9,집,,21,0.0,,,,0.0,0.0,0.0
e_e000039,2304290003,e_e000039|2304290003,2,SK엔크린 서울 하이패스센터 LPG 충전소,,10,0.0,,3.0,,1.0,7500.0,0.0
e_e000039,2304290004,e_e000039|2304290004,3,에버랜드 매표소,,6,0.0,,5.0,,2.0,83000.0,1.0
e_e000039,2304290005,e_e000039|2304290005,4,에버랜드 판다월드,,6,0.0,,5.0,,1.0,0.0,0.0
e_e000039,2304290006,e_e000039|2304290006,5,에버랜드 사파리월드,,6,0.0,,5.0,,2.0,0.0,0.0
e_e000039,2304290007,e_e000039|2304290007,6,에버랜드 T 익스프레스,,6,0.0,,5.0,,2.0,0.0,0.0
e_e000039,2304290008,e_e000039|2304290008,7,에버랜드 장미원,,6,0.0,,5.0,,1.0,0.0,1.0
e_e000039,2304290009,e_e000039|2304290009,8,포메인 에버랜드 직영점,,6,0.0,,3.0,,1.0,26000.0,0.0
e_e000040,2304280001,e_e000040|2304280001,1,사무실,,23,0.0,,,,0.0,0.0,0.0
e_e000040,2304280002,e_e000040|2304280002,7,드림하우스,11,22,0.0,,,,0.0,0.0,0.0
e_e000040,2304280003,e_e000040|2304280003,2,드림하우스,,22,0.0,,,,0.0,0.0,0.0
e_e000040,2304280004,e_e000040|2304280004,3,형제 네 생소금 구이,,11,0.0,,4.0,,1.0,46000.0,0.0
e_e000040,2304280005,e_e000040|2304280005,4,서울로 717,,7,0.0,,3.0,,1.0,0.0,2.0
e_e000040,2304280006,e_e000040|2304280006,5,효자손 왕만두,,11,0.0,,3.0,,1.0,8000.0,0.0
e_e000040,2304280007,e_e000040|2304280007,6,숭례문,,2,0.0,,3.0,,1.0,0.0,1.0
e_e000040,2304290001,e_e000040|2304290001,9,드림하우스,,22,0.0,,,,0.0,0.0,0.0
e_e000040,2304290002,e_e000040|2304290002,8,폴 바셋 서소문점,,11,0.0,,3.0,,1.0,10400.0,0.0
e_e000041,2304280001,e_e000041|2304280001,1,사무실,1141011400,23,0.0,,,,0.0,0.0,0.0
e_e000041,2304280002,e_e000041|2304280002,2,경기도 안산시 단원구 고잔동 528-108,4127310100,22,0.0,,3.0,,1.0,0.0,0.0
e_e000041,2304280003,e_e000041|2304280003,3,영돈,,11,0.0,,4.0,,1.0,0.0,0.0
e_e000041,2304280004,e_e000041|2304280004,4,네이처 빌,4111313600,22,0.0,,,,0.0,0.0,0.0
e_e000041,2304290001,e_e000041|2304290001,5,양평 해장국 수원 본점 주차장,,11,0.0,,5.0,,1.0,20000.0,0.0
e_e000041,2304290002,e_e000041|2304290002,6,커피에 반하다 수원 시청역점,,11,0.0,,5.0,,1.0,7000.0,0.0
e_e000041,2304290003,e_e000041|2304290003,7,장안 면옥,,11,0.0,,5.0,,1.0,41000.0,0.0
e_e000041,2304290004,e_e000041|2304290004,8,유토피아추모관,,12,0.0,,5.0,,1.0,7000.0,2.0
e_e000041,2304290005,e_e000041|2304290005,9,엄니 토종 추어탕 본점,,10,0.0,,5.0,,1.0,25000.0,0.0
e_e000041,2304290006,e_e000041|2304290006,10,쌍용 폐기 닭 본점,,4,0.0,,5.0,,1.0,23000.0,0.0
e_e000041,2304290007,e_e000041|2304290007,11,곡반정동,4111313600,22,0.0,,,,0.0,0.0,0.0
e_e000041,2304300001,e_e000041|2304300001,12,해장촌,,11,0.0,,5.0,,2.0,18000.0,0.0
e_e000041,2304300002,e_e000041|2304300002,14,바리고 빈스,,2,0.0,,5.0,,1.0,9000.0,0.0
e_e000041,2304300003,e_e000041|2304300003,13,화성 융릉과 건릉,,2,0.0,,4.0,,2.0,2000.0,4.0
e_e000041,2304300004,e_e000041|2304300004,15,떡 잘 곡반정점,,11,0.0,,5.0,,1.0,11500.0,0.0
e_e000041,2304300005,e_e000041|2304300005,16,DMC 파크뷰 자이 1단지 아파트,,21,0.0,,,,0.0,0.0,0.0
e_e000042,2305010001,e_e000042|2305010001,1,집,1129010700,21,0.0,,,,0.0,0.0,0.0
e_e000042,2305010002,e_e000042|2305010002,8,집,1129010700,21,0.0,,,,0.0,0.0,0.0
e_e000042,2305010003,e_e000042|2305010003,2,삼목선착장,,9,0.0,,4.0,,1.0,0.0,0.0
e_e000042,2305010004,e_e000042|2305010004,3,휠 프렌즈,,5,0.0,,5.0,,1.0,35000.0,0.0
e_e000042,2305010005,e_e000042|2305010005,4,이소리라 식당,,11,0.0,,3.0,,1.0,37000.0,0.0
e_e000042,2305010006,e_e000042|2305010006,5,수기 해변,,2,0.0,,4.0,,2.0,0.0,0.0
e_e000042,2305010007,e_e000042|2305010007,6,신도항(옹진),,9,0.0,,4.0,,1.0,0.0,0.0
e_e000042,2305010008,e_e000042|2305010008,7,예단포둘레길,,7,0.0,,4.0,,1.0,0.0,1.0
e_e000045,2304290001,e_e000045|2304290001,1,사무실,4121010300,23,0.0,,,,0.0,0.0,0.0
e_e000045,2304290003,e_e000045|2304290003,2,장흥농협 하나로마트 송추점,,4,0.0,,3.0,,1.0,23570.0,0.0
e_e000045,2304290004,e_e000045|2304290004,3,대궐 캠핑 글램핑 펜션,,24,0.0,,3.0,,4.0,0.0,1.0
e_e000045,2304290005,e_e000045|2304290005,4,대궐 캠핑 글램핑 펜션,4121010300,24,0.0,,3.0,,3.0,0.0,0.0
e_e000045,2304300001,e_e000045|2304300001,5,대궐 산장식당,,11,0.0,,5.0,,2.0,6000.0,0.0
e_e000045,2304300002,e_e000045|2304300002,6,마장호수,,1,0.0,,5.0,,3.0,10500.0,2.0
e_e000045,2304300003,e_e000045|2304300003,7,로마 부동산,4121010300,23,0.0,,,,0.0,0.0,0.0
e_e000046,2304280001,e_e000046|2304280001,1,집,4121010200,21,0.0,,,,0.0,0.0,0.0
e_e000046,2304280002,e_e000046|2304280002,4,집,4121010200,21,0.0,,,,0.0,0.0,0.0
e_e000046,2304280003,e_e000046|2304280003,2,시흥 센트럴 푸르지오 아파트,,22,0.0,,4.0,,2.0,0.0,0.0
e_e000046,2304280004,e_e000046|2304280004,3,푸른 솔 GC 포천,,5,0.0,,5.0,,5.0,180300.0,2.0
e_e000293,2305280001,e_e000293|2305280001,1,집,4413111600,21,0.0,,,,0.0,0.0,0.0
e_e000293,2305280002,e_e000293|2305280002,2,천안 고속버스터미널,,9,0.0,,5.0,,2.0,2700.0,0.0
e_e000293,2305280003,e_e000293|2305280003,3,서울고속버스터미널(경부),,9,0.0,,5.0,,1.0,0.0,1.0
e_e000293,2305280004,e_e000293|2305280004,4,혜화역 4호선,,9,0.0,,5.0,,1.0,0.0,0.0
e_e000293,2305280005,e_e000293|2305280005,5,링크 아트센터,,3,0.0,,5.0,,3.0,59400.0,3.0
e_e000293,2305280006,e_e000293|2305280006,6,일미리 금계 찜닭 대학로점,,11,0.0,,4.0,,1.0,38000.0,1.0
e_e000293,2305280007,e_e000293|2305280007,7,예스24 스테이지,,3,0.0,,5.0,,1.0,49500.0,2.0
e_e000293,2305280008,e_e000293|2305280008,8,혜화역 4호선,,9,0.0,,5.0,,1.0,0.0,0.0
e_e000293,2305280009,e_e000293|2305280009,9,서울고속버스터미널(경부),,9,0.0,,5.0,,1.0,2000.0,1.0
e_e000293,2305280010,e_e000293|2305280010,10,천안 고속버스터미널,,9,0.0,,5.0,,1.0,0.0,1.0
e_e000293,2305280011,e_e000293|2305280011,11,집,4413111600,21,0.0,,,,0.0,0.0,0.0
e_e000294,2305190001,e_e000294|2305190001,1,집,4511311400,21,0.0,,,,0.0,0.0,0.0
e_e000294,2305190002,e_e000294|2305190002,2,정안 알밤 휴게소 천안 방향,,9,0.0,,4.0,,5.0,5800.0,6.0
e_e000294,2305190003,e_e000294|2305190003,3,한화리조트 용인 베잔송,,24,0.0,,2.0,,3.0,96200.0,4.0
e_e000294,2305200001,e_e000294|2305200001,4,에버랜드,,6,0.0,,5.0,,11.0,284300.0,4.0
e_e000294,2305200002,e_e000294|2305200002,5,봉화 회관,,24,0.0,,4.0,,1.0,0.0,0.0
e_e000294,2305210001,e_e000294|2305210001,6,두부 마당 포곡 본점,,11,0.0,,4.0,,1.0,0.0,0.0
e_e000294,2305210002,e_e000294|2305210002,7,집,4511311400,21,0.0,,,,0.0,0.0,0.0
e_e000296,2305230001,e_e000296|2305230001,1,집,41,21,0.0,,,,0.0,0.0,0.0
e_e000296,2305230002,e_e000296|2305230002,3,개포동 근린공원,1168010300,7,0.0,,5.0,,1.0,0.0,0.0
