COMPANION_SEQ,TRAVEL_ID,REL_CD,COMPANION_GENDER,COMPANION_AGE_GRP,COMPANION_SITUATION
1,e_e002089,7,2,4,1
2,e_e002089,7,2,4,1
1,e_e002092,7,2,3,3
1,e_e002097,7,2,3,1
1,e_e002099,8,1,3,1
1,e_e002106,3,2,7,1
1,e_e002108,1,2,4,1
1,e_e002110,1,1,4,1
2,e_e002126,7,1,4,3
1,e_e002126,7,1,4,3
1,e_e002130,8,2,3,1
2,e_e002131,2,2,2,1
4,e_e002131,6,1,6,3
6,e_e002131,6,2,3,3
1,e_e002131,1,1,4,1
3,e_e002131,3,2,7,1
5,e_e002131,6,2,6,3
7,e_e002131,6,2,3,3
1,e_e002132,8,1,4,1
2,e_e002135,2,1,1,1
1,e_e002135,1,1,5,1
3,e_e002135,2,1,1,1
1,e_e002136,1,1,4,1
1,e_e002141,1,2,5,1
2,e_e002141,2,1,1,1
1,e_e002145,7,2,3,1
2,e_e002145,7,2,3,1
2,e_e002148,2,1,2,1
1,e_e002148,1,1,5,1
3,e_e002148,2,1,1,1
1,e_e002152,7,1,3,1
1,e_e002154,7,2,3,3
1,e_e002157,9,2,4,1
1,e_e002158,8,1,3,1
1,e_e002160,1,1,4,1
1,e_e002163,2,2,3,1
3,e_e002163,3,2,8,3
2,e_e002163,3,1,8,3
2,e_e002168,2,2,1,1
1,e_e002168,1,1,4,1
1,e_e002169,8,1,4,1
1,e_e002171,1,1,4,1
1,e_e002182,1,1,4,1
3,e_e002182,2,1,1,1
2,e_e002182,2,2,1,1
4,e_e002182,2,2,1,1
1,e_e002183,8,1,4,3
1,e_e002184,5,1,3,1
1,e_e002186,8,1,5,1
1,e_e002189,3,2,8,1
1,e_e002197,8,1,4,1
1,e_e002198,8,1,4,1
1,e_e002202,1,2,3,1
2,e_e002204,7,2,3,1
1,e_e002204,7,2,3,1
3,e_e002204,7,2,3,1
1,e_e002209,1,1,4,1
1,e_e002214,7,2,3,1
1,e_e002215,1,1,6,1
2,e_e002215,2,2,2,1
2,e_e002220,2,2,1,1
1,e_e002220,1,1,5,1
2,e_e002222,2,1,2,1
1,e_e002222,1,2,4,1
3,e_e002222,2,2,1,1
1,e_e002233,1,1,4,1
1,e_e002234,1,1,4,1
2,e_e002234,2,2,1,1
1,e_e002235,1,2,4,1
1,e_e002236,8,1,3,1
1,e_e002246,1,2,4,1
3,e_e002246,2,1,1,1
2,e_e002246,2,2,1,1
1,e_e002250,8,1,3,1
1,e_e002251,1,1,5,1
1,e_e002253,1,1,5,1
3,e_e002253,2,2,1,1
2,e_e002253,2,1,2,1
1,e_e002254,8,1,4,1
1,e_e002255,1,1,5,1
2,e_e002255,2,1,2,1
1,e_e002259,7,2,4,3
1,e_e002263,2,2,4,1
1,e_e002264,1,1,5,1
2,e_e002264,2,1,1,1
1,e_e002266,1,1,4,1
5,e_e002272,5,2,3,3
2,e_e002272,3,1,7,3
4,e_e002272,5,1,4,3
1,e_e002272,8,1,4,1
3,e_e002272,3,2,6,3
1,e_e002279,1,1,4,1
1,e_e002284,8,2,3,1
1,e_e002288,8,1,4,1
1,e_e002289,3,2,6,1
1,e_e002291,7,2,3,3
2,e_e002304,3,1,7,2
4,e_e002304,11,2,1,1
1,e_e002304,3,2,7,1
3,e_e002304,5,2,4,1
5,e_e002304,11,2,1,1
1,e_e002306,7,2,4,1
2,e_e002306,7,2,4,1
1,e_e002308,8,1,4,1
2,e_e002310,2,2,4,1
1,e_e002310,1,1,6,1
3,e_e002310,2,2,3,1
1,e_e002314,1,2,4,1
1,e_e002316,4,2,7,1
1,e_e002318,8,1,4,1
1,e_e002323,5,2,3,1
2,e_e002330,5,2,3,1
1,e_e002330,5,2,4,1
3,e_e002330,7,2,3,1
1,e_e002332,1,1,4,1
2,e_e002332,2,2,1,1
1,e_e002340,8,1,3,1
1,e_e002342,1,1,5,1
2,e_e002342,2,1,1,1
1,e_e002351,8,2,3,1
1,e_e002364,8,2,4,1
1,e_e002375,2,2,4,1
1,e_e002389,1,1,7,1
1,e_e002394,7,2,4,1
3,e_e002394,7,2,4,3
5,e_e002394,7,2,4,3
7,e_e002394,7,2,4,3
2,e_e002394,7,2,4,1
4,e_e002394,7,2,4,3
6,e_e002394,7,2,4,3
2,e_e002396,2,1,2,1
1,e_e002396,1,2,5,1
3,e_e002396,2,2,2,1
1,e_e002399,1,1,7,1
3,e_e002399,2,1,3,1
2,e_e002399,2,2,4,1
1,e_e002401,1,1,7,1
1,e_e002402,2,1,1,1
2,e_e002405,9,2,4,1
1,e_e002405,9,2,6,1
3,e_e002405,9,2,4,1
1,e_e002409,7,2,5,1
3,e_e002409,7,2,4,1
2,e_e002409,7,2,4,1
2,e_e002410,2,1,1,1
4,e_e002410,3,2,7,3
6,e_e002410,6,2,2,3
1,e_e002410,1,1,5,1
3,e_e002410,5,2,4,3
5,e_e002410,6,1,2,3
1,e_e002411,1,2,4,1
1,e_e002415,8,2,3,1
1,e_e002423,8,2,3,1
1,e_e002425,8,1,4,1
1,e_e002433,8,2,4,1
2,e_e002437,2,2,1,1
1,e_e002437,1,2,4,1
3,e_e002437,2,2,1,1
2,e_e002462,2,1,1,1
1,e_e002462,1,2,4,1
1,e_e002467,8,1,3,1
1,e_e002470,8,1,3,1
2,e_e002471,2,1,1,1
1,e_e002471,1,1,4,1
1,e_e002476,1,2,5,1
1,e_e002477,1,1,5,1
1,e_e002479,7,2,3,1
3,e_e002479,7,2,3,1
2,e_e002479,7,2,3,1
1,e_e002481,1,2,4,1
1,e_e002483,5,2,4,1
1,e_e002491,8,2,3,1
9,e_e002495,10,1,3,1
11,e_e002495,10,1,3,1
13,e_e002495,10,1,3,1
2,e_e002495,10,1,3,1
15,e_e002495,10,2,3,1
4,e_e002495,10,1,3,1
17,e_e002495,10,2,3,1
6,e_e002495,10,1,3,1
8,e_e002495,10,1,3,1
10,e_e002495,10,1,3,1
12,e_e002495,10,1,3,1
1,e_e002495,10,1,3,1
14,e_e002495,10,2,3,1
3,e_e002495,10,1,3,1
16,e_e002495,10,2,3,1
5,e_e002495,10,1,3,1
18,e_e002495,10,2,3,1
7,e_e002495,10,1,3,1
1,e_e002506,1,2,4,1
2,e_e002507,3,2,7,1
1,e_e002507,3,1,7,1
3,e_e002507,5,2,4,1
1,e_e002511,8,1,4,1
1,e_e002514,7,2,3,1
3,e_e002514,7,2,3,1
5,e_e002514,7,2,3,1
2,e_e002514,7,2,3,1
4,e_e002514,7,2,3,1
1,e_e002541,1,1,4,1
1,e_e002548,8,1,4,3
1,e_e002551,8,1,3,1
1,e_e002555,1,1,4,1
1,e_e002556,8,2,4,1
1,e_e002557,1,2,6,1
2,e_e002558,7,1,4,3
4,e_e002558,7,2,3,3
1,e_e002558,7,1,4,3
3,e_e002558,7,1,4,3
1,e_e002565,1,1,4,1
1,e_e002569,7,2,3,1
2,e_e002570,2,2,1,1
1,e_e002570,1,2,5,1
3,e_e002570,2,1,1,1
1,e_e002574,7,2,3,1
2,e_e002576,2,2,1,1
1,e_e002576,2,2,5,1
3,e_e002576,2,1,1,1
1,e_e002577,8,1,4,1
1,e_e002582,3,2,6,1
1,e_e002583,7,1,4,1
1,e_e002584,1,2,4,1
3,e_e002584,2,1,1,1
2,e_e002584,2,1,1,1
1,e_e002589,2,2,3,1
1,e_e002590,2,1,1,1
3,e_e002593,11,1,5,3
2,e_e002593,7,2,5,3
1,e_e002593,1,1,6,1
2,e_e002597,2,1,1,1
1,e_e002597,1,1,4,1
3,e_e002597,2,2,1,1
1,e_e002599,1,1,4,1
1,e_e002600,1,1,4,1
1,e_e002605,1,1,5,1
1,e_e002607,1,1,4,1
1,e_e002610,1,2,4,1
3,e_e002610,2,1,1,1
2,e_e002610,2,1,1,1
1,e_e002622,3,1,7,1
3,e_e002622,5,1,3,1
2,e_e002622,3,2,6,1
1,e_e002625,8,1,4,1
1,e_e002627,1,2,4,1
3,e_e002627,2,2,1,1
2,e_e002627,2,1,2,1
2,e_e002633,7,1,4,3
4,e_e002633,7,1,1,3
1,e_e002633,1,1,4,1
3,e_e002633,7,2,4,3
5,e_e002633,7,1,1,3
1,e_e002635,1,1,5,1
3,e_e002635,2,2,1,1
2,e_e002635,2,2,1,1
1,e_e002638,1,1,4,1
1,e_e002641,5,2,3,3
1,e_e002650,1,2,6,1
3,e_e002650,2,2,3,1
2,e_e002650,2,2,4,1
1,e_e002662,8,1,3,1
2,e_e002673,2,1,1,1
1,e_e002673,1,2,4,1
1,e_e002677,1,1,4,1
2,e_e002683,7,2,3,1
1,e_e002683,7,2,3,1
2,e_e002684,2,2,3,1
1,e_e002684,1,1,6,1
3,e_e002684,2,2,3,1
2,e_e002697,2,1,1,1
1,e_e002697,1,1,4,1
1,e_e002699,1,2,4,1
1,e_e002705,3,2,7,1
3,e_e002719,2,1,1,1
2,e_e002719,2,2,1,1
1,e_e002719,1,1,4,1
2,e_e002721,7,2,6,1
1,e_e002721,7,2,6,1
1,e_e002728,1,1,4,1
1,e_e002737,1,2,5,1
2,e_e002737,7,2,5,3
1,e_e002739,3,2,6,1
2,e_e002739,5,2,3,1
1,e_e002740,1,1,5,1
3,e_e002740,2,2,1,1
2,e_e002740,2,1,1,1
1,e_e002742,1,1,4,1
1,e_e002745,7,2,3,1
3,e_e002745,7,2,3,1
2,e_e002745,7,2,3,1
1,e_e002747,7,2,4,3
1,e_e002753,8,1,4,1
1,e_e002754,8,2,3,1
1,e_e002756,8,1,4,1
1,e_e002760,2,2,1,1
1,e_e002763,8,1,3,1
1,e_e002764,1,1,5,1
9,e_e002767,10,2,6,2
11,e_e002767,10,2,6,2
2,e_e002767,3,2,6,1
4,e_e002767,10,1,6,1
6,e_e002767,10,1,6,2
8,e_e002767,10,2,6,1
10,e_e002767,10,2,6,2
12,e_e002767,7,2,3,1
1,e_e002767,3,1,6,1
3,e_e002767,2,2,3,1
5,e_e002767,10,1,6,2
7,e_e002767,10,1,4,1
1,e_e002770,1,1,4,1
1,e_e002773,3,2,8,1
1,e_e002775,1,1,5,1
2,e_e002775,2,2,1,1
1,e_e002782,1,1,4,1
3,e_e002782,2,2,1,1
2,e_e002782,2,2,1,1
3,e_e002786,2,2,1,1
2,e_e002786,2,2,1,1
1,e_e002786,1,1,4,1
2,e_e002800,2,1,1,1
1,e_e002800,1,1,5,1
3,e_e002800,3,2,7,1
1,e_e002812,8,2,4,1
1,e_e002915,8,1,4,1
1,e_e002922,8,2,3,3
4,e_e002923,7,2,4,3
1,e_e002923,2,2,2,1
3,e_e002923,7,1,5,3
5,e_e002923,7,2,1,3
2,e_e002923,1,1,5,1
1,e_e002925,1,2,6,1
3,e_e002925,2,2,4,1
2,e_e002925,2,1,4,1
4,e_e002925,2,1,3,1
1,e_e002931,1,2,5,1
3,e_e002931,7,2,5,1
2,e_e002931,7,1,5,1
1,e_e002932,2,2,4,1
1,e_e002935,1,1,4,1
3,e_e002935,7,2,4,2
5,e_e002935,11,1,1,2
2,e_e002935,2,1,1,1
4,e_e002935,7,1,4,2
1,e_e002937,1,1,4,1
1,e_e002938,5,2,4,1
1,e_e002940,7,1,3,2
3,e_e002940,7,1,3,3
5,e_e002940,7,1,3,1
7,e_e002940,7,2,3,1
9,e_e002940,7,2,3,1
2,e_e002940,7,1,3,3
4,e_e002940,7,1,3,1
6,e_e002940,7,2,3,1
8,e_e002940,7,2,3,1
1,e_e002949,1,1,5,1
1,e_e002957,1,2,5,1
2,e_e002957,2,2,2,1
1,e_e002958,7,2,3,1
2,e_e002958,7,2,3,1
1,e_e002965,1,2,4,1
1,e_e002973,3,1,6,3
3,e_e002973,4,2,8,3
2,e_e002973,3,2,6,3
4,e_e002973,5,2,3,3
1,e_e002980,3,1,7,1
2,e_e002980,3,2,7,1
1,e_e002981,2,2,4,1
1,e_e002984,8,1,3,1
1,e_e002985,7,1,3,1
2,e_e002985,7,2,4,3
1,e_e002986,8,1,4,1
1,e_e002987,3,2,7,1
1,e_e002991,1,1,4,2
3,e_e002991,6,2,3,3
2,e_e002991,3,2,6,3
1,e_e003001,3,2,6,1
1,e_e003002,2,2,1,1
1,e_e003003,1,2,6,1
1,e_e003004,7,2,4,1
1,e_e003006,1,2,4,1
1,e_e003017,7,2,4,1
1,e_e003020,8,1,3,1
2,e_e003022,2,2,1,1
1,e_e003022,1,1,5,1
2,e_e003023,2,1,2,1
1,e_e003023,1,1,5,1
3,e_e003023,2,2,1,1
1,e_e003025,3,2,8,1
1,e_e003033,8,2,4,3
1,e_e003034,5,1,4,2
1,e_e003040,2,2,1,1
1,e_e003051,7,1,8,1
1,e_e003056,7,2,3,3
1,e_e003062,8,2,3,1
1,e_e003065,1,1,4,1
2,e_e003065,2,1,1,1
1,e_e003068,8,2,3,1
1,e_e003071,8,1,3,1
6,e_e003073,10,2,3,3
1,e_e003073,5,2,4,1
3,e_e003073,10,2,3,1
5,e_e003073,7,2,3,3
7,e_e003073,10,2,3,3
2,e_e003073,7,2,3,1
4,e_e003073,7,2,3,3
1,e_e003079,1,1,4,1
1,e_e003083,1,1,5,1
1,e_e003095,1,2,4,1
3,e_e003095,2,1,1,1
2,e_e003095,2,2,2,1
1,e_e003097,8,2,3,1
1,e_e003102,8,2,4,3
2,e_e003103,2,1,1,1
3,e_e003103,11,2,4,3
1,e_e003103,2,1,1,1
2,e_e003107,7,2,5,1
1,e_e003107,2,2,2,1
3,e_e003107,11,1,2,1
1,e_e003109,7,2,4,1
3,e_e003109,7,2,4,1
2,e_e003109,7,2,4,1
2,e_e003115,3,2,7,1
1,e_e003115,1,1,4,1
3,e_e003115,2,1,1,1
1,e_e003120,1,1,4,1
1,e_e003126,7,2,3,1
2,e_e003126,7,2,3,1
1,e_e003137,7,2,3,1
2,e_e003138,7,2,4,1
1,e_e003138,7,2,4,1
1,e_e003150,1,1,4,1
1,e_e003158,7,2,3,1
2,e_e003159,7,1,4,1
4,e_e003159,7,1,4,1
1,e_e003159,7,1,4,1
3,e_e003159,7,1,4,1
2,e_e003175,2,2,2,1
1,e_e003175,1,1,5,1
3,e_e003175,2,2,2,1
1,e_e003180,1,2,4,1
1,e_e003184,8,1,4,1
1,e_e003190,8,1,3,1
1,e_e003194,6,2,7,3
3,e_e003194,6,2,5,3
2,e_e003194,6,1,5,3
1,e_e003196,8,1,3,1
1,e_e003198,7,1,3,1
2,e_e003198,7,1,3,1
2,e_e003199,7,2,3,1
1,e_e003199,7,2,3,1
1,e_e003202,8,1,3,1
1,e_e003204,8,1,3,1
1,e_e003210,8,1,3,1
1,e_e003222,7,2,3,1
2,e_e003223,7,2,3,2
1,e_e003223,7,2,3,1
3,e_e003223,7,2,3,2
1,e_e003227,2,2,1,1
3,e_e003227,6,1,2,1
5,e_e003227,6,2,1,1
2,e_e003227,6,2,4,1
4,e_e003227,6,1,1,1
1,e_e003231,8,1,4,1
2,e_e003235,7,2,5,1
4,e_e003235,11,2,2,1
1,e_e003235,2,1,2,1
3,e_e003235,11,1,2,1
1,e_e003237,1,1,5,1
1,e_e003241,1,1,4,1
1,e_e003245,8,1,3,1
1,e_e003267,7,2,4,1
5,e_e003269,9,2,5,3
7,e_e003269,9,1,6,3
2,e_e003269,2,1,1,1
4,e_e003269,9,2,4,3
6,e_e003269,9,1,5,3
8,e_e003269,11,1,1,3
1,e_e003269,1,1,4,1
3,e_e003269,2,1,1,1
1,e_e003271,10,1,4,2
2,e_e003272,2,2,1,1
4,e_e003272,11,2,5,1
1,e_e003272,1,2,4,1
3,e_e003272,11,1,4,1
5,e_e003272,11,2,1,1
1,e_e003275,2,2,3,1
2,e_e003275,7,2,6,3
1,e_e003276,2,2,6,1
1,e_e003278,1,1,5,1
2,e_e003278,2,2,2,1
1,e_e003279,8,2,3,1
1,e_e003280,8,1,3,1
1,e_e003282,8,1,3,1
1,e_e003283,8,2,4,1
1,e_e003285,8,1,3,1
1,e_e003288,8,1,3,1
1,e_e003289,8,2,3,1
1,e_e003291,8,1,4,1
5,e_e003293,7,1,4,3
2,e_e003293,7,1,4,1
4,e_e003293,7,1,4,3
6,e_e003293,7,1,4,3
1,e_e003293,8,2,4,1
3,e_e003293,7,1,4,3
1,e_e003296,1,1,4,1
2,e_e003298,2,1,2,1
1,e_e003298,1,1,4,1
3,e_e003298,2,1,1,1
1,e_e003300,7,2,3,3
1,e_e003303,8,1,4,1
2,e_e003307,7,2,5,1
1,e_e003307,7,2,5,1
2,e_e003308,2,1,1,1
1,e_e003308,1,1,4,1
3,e_e003308,3,2,7,1
1,e_e003311,6,1,2,1
1,e_e003314,8,1,4,1
2,e_e003324,2,1,2,1
1,e_e003324,1,1,5,1
3,e_e003324,2,2,1,1
1,e_e003326,7,2,3,3
3,e_e003326,7,2,3,3
2,e_e003326,7,2,3,3
2,e_e003329,2,2,1,1
4,e_e003329,5,1,4,1
6,e_e003329,6,2,1,1
1,e_e003329,1,2,4,1
3,e_e003329,2,1,1,1
5,e_e003329,6,2,4,1
1,e_e003330,3,2,6,1
2,e_e003331,2,2,2,1
4,e_e003331,2,2,3,1
1,e_e003331,1,1,6,1
3,e_e003331,2,2,3,1
1,e_e003332,8,1,5,1
1,e_e003335,8,1,3,1
1,e_e003336,8,1,3,1
1,e_e003337,5,2,5,1
2,e_e003337,6,1,2,1
1,e_e003341,8,1,3,1
1,e_e003342,8,1,3,1
1,e_e003348,8,2,3,1
1,e_e003349,7,2,3,3
1,e_e003356,7,2,4,1
1,e_e003357,8,2,3,1
1,e_e003360,7,2,3,3
3,e_e003360,7,2,3,3
2,e_e003360,7,2,3,3
1,e_e003369,2,1,1,1
1,e_e003371,8,2,3,1
1,e_e003380,8,1,4,1
1,e_e003381,8,1,4,1
1,e_e003383,5,2,3,1
1,e_e003386,8,1,3,1
1,e_e003388,8,2,3,1
2,e_e003394,2,2,1,1
1,e_e003394,1,1,4,1
1,e_e003400,8,1,3,1
1,e_e003402,8,1,3,1
1,e_e003407,1,2,4,1
1,e_e003408,7,1,3,1
2,e_e003408,7,1,3,1
1,e_e003409,7,1,4,2
2,e_e003411,2,1,1,1
1,e_e003411,1,1,4,1
1,e_e003412,7,1,8,1
1,e_e003415,1,2,4,1
1,e_e003419,8,1,3,1
1,e_e003431,7,2,3,1
1,e_e003433,7,2,4,1
2,e_e003433,7,2,4,1
1,e_e003434,1,1,5,1
3,e_e003434,2,2,1,1
2,e_e003434,2,2,1,1
1,e_e003435,8,1,4,3
1,e_e003438,7,1,3,1
1,e_e003439,7,2,4,3
2,e_e003440,2,1,3,1
1,e_e003440,1,1,6,1
1,e_e003442,1,1,6,1
1,e_e003449,10,2,7,1
1,e_e003463,8,1,4,1
1,e_e003465,7,2,3,3
1,e_e003467,2,2,5,1
1,e_e003468,8,1,4,1
1,e_e003469,8,1,4,1
1,e_e003470,7,2,3,3
1,e_e003471,8,2,3,1
1,e_e003472,8,1,3,1
2,e_e003475,2,2,1,1
1,e_e003475,1,1,4,1
1,e_e003477,7,2,5,3
1,e_e003482,8,2,3,1
1,e_e003483,7,2,3,2
2,e_e003485,2,2,2,1
1,e_e003485,1,1,5,1
3,e_e003485,2,1,1,1
1,e_e003486,3,2,7,1
2,e_e003486,5,2,3,1
1,e_e003497,2,2,2,1
2,e_e003497,2,1,1,1
1,e_e003502,1,1,4,1
2,e_e003502,2,2,1,1
1,e_e003506,10,2,4,1
3,e_e003506,10,2,4,3
2,e_e003506,10,2,4,3
4,e_e003506,10,2,3,3
1,e_e003514,8,1,3,1
1,e_e003520,1,1,4,1
2,e_e003520,2,1,1,1
1,e_e003521,8,1,3,1
2,e_e003530,2,1,1,1
1,e_e003530,1,1,4,1
1,e_e003535,8,2,3,1
1,e_e003540,2,2,1,1
2,e_e003549,2,1,1,1
1,e_e003549,1,1,6,1
2,e_e003555,3,2,6,1
1,e_e003555,3,1,6,1
3,e_e003555,5,2,3,1
1,e_e003561,8,1,3,1
2,e_e003564,2,1,1,1
1,e_e003564,1,1,5,1
3,e_e003564,2,1,1,1
2,e_e003569,2,2,1,1
1,e_e003569,3,2,7,1
1,e_e003572,8,2,3,1
1,e_e003576,8,1,3,1
2,e_e003580,9,2,4,1
1,e_e003580,9,2,4,1
2,e_e003582,2,2,1,1
1,e_e003582,1,1,4,1
3,e_e003582,2,2,1,1
2,e_e003589,11,2,3,1
4,e_e003589,11,1,3,1
1,e_e003589,8,2,3,1
3,e_e003589,11,2,3,1
5,e_e003589,7,2,3,1
1,e_e003591,8,1,3,3
1,e_e003593,1,1,3,1
1,e_e003596,7,2,4,1
2,e_e003596,7,2,3,1
1,e_e003602,3,2,7,1
1,e_e003603,3,1,7,1
3,e_e003603,5,2,3,1
2,e_e003603,3,2,6,1
1,e_e003609,7,1,3,3
1,e_e003615,8,1,4,1
1,e_e003617,1,1,4,1
1,e_e003618,5,2,4,3
1,e_e003620,7,2,5,1
2,e_e003627,2,2,1,1
1,e_e003627,1,2,4,1
1,e_e003628,7,2,3,1
1,e_e003630,7,1,3,1
1,e_e003632,8,2,3,1
1,e_e003638,8,1,4,1
1,e_e003640,8,1,3,1
1,e_e003646,8,1,3,1
2,e_e003663,2,2,4,1
1,e_e003663,1,1,7,1
1,e_e003664,7,1,3,1
1,e_e003673,8,2,3,1
1,e_e003675,5,2,4,1
1,e_e003677,1,2,7,1
1,e_e003678,2,2,4,3
2,e_e003679,3,2,7,3
1,e_e003679,3,1,7,3
1,e_e003682,7,2,3,3
1,e_e003684,3,2,7,1
1,e_e003693,8,1,4,1
1,e_e003699,7,2,3,1
1,e_e003701,7,2,3,3
1,e_e003702,8,2,4,1
1,e_e003707,3,2,6,1
1,e_e003716,8,1,3,1
2,e_e003717,7,1,5,3
1,e_e003717,7,2,4,3
3,e_e003717,7,1,1,3
2,e_e003721,7,2,3,3
4,e_e003721,7,1,3,3
1,e_e003721,8,1,3,1
3,e_e003721,7,1,3,3
5,e_e003721,7,2,3,3
1,e_e003724,8,1,4,1
2,e_e003726,2,1,2,1
1,e_e003726,1,1,5,1
3,e_e003726,2,2,2,1
1,e_e003737,7,1,3,1
1,e_e003741,8,1,4,1
1,e_e003749,1,2,4,1
2,e_e003753,3,2,6,1
1,e_e003753,3,1,7,1
2,e_e003758,7,2,3,3
1,e_e003758,7,2,3,2
1,e_e003761,5,2,3,3
1,e_e003765,7,2,3,1
1,e_e003767,8,2,4,1
1,e_e003773,8,1,4,1
1,e_e003775,7,2,4,3
1,e_e003777,8,1,4,3
1,e_e003779,1,1,4,1
1,e_e003781,8,2,3,3
1,e_e003783,8,1,3,2
1,e_e003791,8,1,4,1
1,e_e003792,1,2,5,1
3,e_e003792,9,2,4,3
5,e_e003792,11,2,2,3
2,e_e003792,2,2,1,1
4,e_e003792,11,1,2,3
1,e_e003795,8,1,3,1
1,e_e003797,7,2,4,1
3,e_e003803,11,1,5,3
5,e_e003803,11,1,4,3
7,e_e003803,11,1,1,3
2,e_e003803,2,2,4,3
4,e_e003803,2,2,4,3
6,e_e003803,11,1,1,3
8,e_e003803,11,2,1,3
1,e_e003803,1,2,7,1
1,e_e003807,8,2,4,1
1,e_e003808,8,2,4,1
1,e_e003809,8,1,4,1
1,e_e003810,1,1,4,1
1,e_e003819,8,1,4,3
1,e_e003821,7,2,4,3
2,e_e003826,2,2,2,1
1,e_e003826,1,2,5,1
3,e_e003826,2,2,1,1
1,e_e003830,1,2,4,1
1,e_e003833,1,1,4,1
1,e_e003842,1,1,6,1
1,e_e003843,7,2,3,3
3,e_e003843,7,2,3,3
2,e_e003843,7,2,3,3
4,e_e003843,7,2,3,3
1,e_e003844,1,1,5,1
3,e_e003844,2,2,1,1
5,e_e003844,3,2,7,3
7,e_e003844,5,2,4,3
2,e_e003844,2,1,1,1
4,e_e003844,3,1,8,3
6,e_e003844,6,1,5,3
1,e_e003845,8,1,3,1
1,e_e003848,7,2,3,1
1,e_e003850,3,2,7,1
2,e_e003853,7,2,3,1
1,e_e003853,7,2,3,1
1,e_e003856,7,2,3,1
2,e_e003857,7,1,3,1
1,e_e003857,7,1,3,1
1,e_e003867,8,2,4,3
1,e_e003868,1,1,5,1
3,e_e003868,2,1,2,3
2,e_e003868,2,1,2,1
1,e_e003870,1,2,6,1
3,e_e003870,11,2,4,1
5,e_e003870,11,1,1,1
2,e_e003870,2,1,4,1
4,e_e003870,2,2,4,1
1,e_e003885,7,2,3,1
1,e_e003886,8,1,4,2
3,e_e003886,11,1,1,2
2,e_e003886,9,2,4,2
1,e_e003887,8,2,4,2
1,e_e003891,1,1,4,1
3,e_e003891,2,2,1,1
2,e_e003891,2,1,1,1
1,e_e003892,8,1,4,3
1,e_e003896,1,1,5,1
2,e_e003896,2,2,1,1
1,e_e003898,1,1,4,1
1,e_e003900,8,1,4,1
1,e_e003906,3,2,5,1
2,e_e003909,2,1,1,1
1,e_e003909,1,2,4,1
1,e_e003915,1,1,3,1
1,e_e003928,3,2,6,1
1,e_e003933,7,2,4,1
1,e_e003935,7,1,3,3
3,e_e003935,7,1,3,3
2,e_e003935,7,1,3,3
2,e_e003937,2,2,2,1
1,e_e003937,1,1,5,1
3,e_e003937,2,1,2,1
1,e_e003945,8,1,3,3
1,e_e003958,7,1,3,1
1,e_e003963,2,2,3,1
1,e_e003968,8,1,3,1
1,e_e003971,2,2,3,1
5,e_e003975,6,2,4,3
7,e_e003975,6,1,3,3
2,e_e003975,3,1,7,3
4,e_e003975,5,1,4,3
6,e_e003975,5,2,3,3
8,e_e003975,6,2,1,3
1,e_e003975,8,1,3,1
3,e_e003975,3,2,6,3
1,e_e003978,9,1,4,1
2,e_e003978,9,2,4,1
1,e_e003980,3,2,6,1
1,e_e003996,8,2,4,1
1,e_e003997,7,2,4,1
2,e_e003998,2,1,2,1
1,e_e003998,1,1,5,1
3,e_e003998,2,1,1,1
1,e_e003999,8,2,3,1
1,e_e004005,8,1,4,1
1,e_e004010,1,2,4,1
1,e_e004013,8,2,4,1
1,e_e004017,8,1,3,1
1,e_e004020,1,1,5,1
2,e_e004020,2,2,1,1
1,e_e004027,7,1,5,1
2,e_e004027,7,1,5,1
1,e_e004048,1,1,7,1
3,e_e004048,2,1,4,1
2,e_e004048,2,1,4,1
2,e_e004050,2,1,2,1
1,e_e004050,1,1,5,1
3,e_e004050,2,2,2,1
1,e_e004051,2,2,4,1
2,e_e004051,2,2,3,1
3,e_e004057,7,1,4,3
2,e_e004057,2,1,1,1
1,e_e004057,1,1,4,1
1,e_e004071,8,1,3,1
1,e_e004072,3,2,6,1
1,e_e004073,7,1,3,1
2,e_e004076,2,2,1,1
4,e_e004076,3,2,7,3
1,e_e004076,1,1,5,1
3,e_e004076,3,1,7,3
1,e_e004084,8,1,3,1
1,e_e004087,2,2,4,1
1,e_e004100,8,2,4,1
1,e_e004101,2,1,2,1
1,e_e004105,8,1,3,1
1,e_e004114,2,2,6,1
1,e_e004122,1,1,5,1
3,e_e004122,2,1,1,1
2,e_e004122,2,1,2,1
1,e_e004132,1,1,6,1
1,e_e004141,7,2,3,1
2,e_e004142,2,1,1,1
1,e_e004142,1,1,5,1
1,e_e004146,8,1,3,1
1,e_e004149,8,1,3,1
1,e_e004154,1,1,4,1
1,e_e004165,3,2,6,1
2,e_e004165,4,2,8,1
1,e_e004168,8,1,4,1
1,e_e004172,7,2,3,2
3,e_e004172,7,2,3,2
2,e_e004172,7,2,3,2
1,e_e004173,8,2,3,1
1,e_e004174,7,2,3,1
1,e_e004187,7,2,3,1
2,e_e004190,7,2,4,1
1,e_e004190,7,2,4,1
2,e_e004195,9,1,6,3
1,e_e004195,9,1,7,3
1,e_e004207,1,1,4,1
2,e_e004207,2,1,1,1
1,e_e004214,9,2,5,3
3,e_e004214,9,2,5,2
2,e_e004214,9,2,5,2
1,e_e004222,1,1,4,1
1,e_e004225,7,1,4,3
3,e_e004225,7,1,4,3
5,e_e004225,7,2,4,3
