COMPANION_SEQ,TRAVEL_ID,REL_CD,COMPANION_GENDER,COMPANION_AGE_GRP,COMPANION_SITUATION
1,e_e007193,5,2,3,1
1,e_e007198,1,1,6,1
2,e_e007198,2,1,2,1
1,e_e007200,8,2,4,1
2,e_e007202,2,2,1,1
1,e_e007202,2,1,1,1
1,e_e007203,8,2,3,1
1,e_e007205,8,1,4,1
1,e_e007207,8,1,3,1
1,e_e007217,2,2,3,1
2,e_e007217,2,2,3,1
1,e_e007218,3,2,6,1
2,e_e007219,2,1,1,1
1,e_e007219,1,1,4,1
1,e_e007221,1,2,4,1
1,e_e007227,8,1,3,3
1,e_e007228,1,1,4,1
1,e_e007231,7,2,6,1
1,e_e007236,1,1,3,1
2,e_e007239,3,1,7,1
1,e_e007239,1,2,4,1
1,e_e007242,8,1,4,1
1,e_e007243,2,2,2,2
1,e_e007249,1,1,4,1
2,e_e007249,2,1,1,1
1,e_e007269,1,2,5,1
3,e_e007269,7,2,5,3
2,e_e007269,7,1,6,3
1,e_e007270,1,1,6,1
1,e_e007272,2,2,2,1
3,e_e007272,2,1,2,3
5,e_e007272,6,2,2,3
2,e_e007272,2,1,2,3
4,e_e007272,5,1,4,3
2,e_e007277,10,1,2,1
4,e_e007277,10,2,7,1
6,e_e007277,10,2,5,1
8,e_e007277,10,2,6,1
1,e_e007277,10,2,6,1
3,e_e007277,10,1,2,1
5,e_e007277,10,2,7,1
7,e_e007277,10,2,5,1
9,e_e007277,10,2,6,1
1,e_e007289,1,1,4,1
2,e_e007289,2,2,1,1
1,e_e007296,8,1,3,1
1,e_e007301,8,2,4,1
1,e_e007306,8,2,3,1
1,e_e007310,2,1,1,1
1,e_e007312,1,2,5,1
2,e_e007312,2,1,1,1
1,e_e007315,8,2,3,1
1,e_e007316,8,1,3,3
1,e_e007328,2,2,2,1
3,e_e007328,7,2,2,1
2,e_e007328,7,2,5,1
4,e_e007328,7,2,2,1
2,e_e007334,2,1,3,3
1,e_e007334,1,2,5,1
3,e_e007339,2,1,1,1
2,e_e007339,2,2,1,1
1,e_e007339,1,1,4,1
1,e_e007342,8,1,4,1
1,e_e007357,1,2,5,1
3,e_e007357,2,2,1,1
2,e_e007357,2,2,2,1
1,e_e007362,1,2,4,1
1,e_e007385,7,2,4,1
1,e_e007388,7,2,3,1
2,e_e007388,7,2,3,1
1,e_e007394,7,2,3,1
1,e_e007399,8,1,5,3
2,e_e007403,7,2,3,1
1,e_e007403,7,2,3,1
3,e_e007403,7,2,3,1
1,e_e007409,7,2,5,3
1,e_e007421,8,1,4,1
1,e_e007425,8,1,4,1
1,e_e007441,8,2,4,3
1,e_e007452,7,2,3,3
1,e_e007453,7,2,3,1
2,e_e007453,7,2,3,1
1,e_e007460,7,2,3,3
1,e_e007474,7,2,3,3
2,e_e007474,7,2,3,3
1,e_e007482,7,2,3,1
2,e_e007484,7,2,3,3
1,e_e007484,8,1,4,1
3,e_e007484,7,1,4,3
1,e_e007491,7,2,7,1
1,e_e007497,8,2,3,1
1,e_e007504,8,1,3,1
2,e_e007509,3,2,6,1
1,e_e007509,3,1,7,1
3,e_e007509,5,2,3,1
1,e_e007512,8,1,3,1
1,e_e007515,8,2,3,1
1,e_e007518,7,1,3,1
2,e_e007533,2,2,4,1
1,e_e007533,2,2,3,1
1,e_e007534,5,2,3,1
1,e_e007540,1,2,4,1
3,e_e007540,2,1,1,1
2,e_e007540,2,2,2,1
2,e_e007546,2,1,1,1
4,e_e007546,6,2,2,1
1,e_e007546,1,1,5,1
3,e_e007546,5,2,5,1
1,e_e007548,5,2,4,1
1,e_e007557,1,2,4,1
2,e_e007557,2,2,1,1
1,e_e007562,5,2,2,1
1,e_e007573,1,1,4,1
1,e_e007574,1,2,6,1
1,e_e007575,7,2,4,1
1,e_e007581,8,1,4,1
1,e_e007583,8,2,3,1
2,e_e007586,2,2,1,1
1,e_e007586,1,1,5,1
1,e_e007591,1,1,5,1
2,e_e007591,2,2,1,1
1,e_e007597,1,1,4,1
2,e_e007597,2,2,1,1
1,e_e007598,8,1,3,1
1,e_e007603,7,1,3,1
2,e_e007603,9,1,3,1
1,e_e007606,3,1,7,1
2,e_e007606,3,2,6,1
1,e_e007607,8,1,3,1
1,e_e007610,7,2,3,1
2,e_e007615,3,2,6,1
1,e_e007615,3,1,7,1
3,e_e007615,5,2,4,1
3,e_e007625,7,2,3,1
2,e_e007625,7,2,3,1
1,e_e007625,7,2,3,1
1,e_e007631,8,2,3,3
1,e_e007634,7,2,3,1
2,e_e007637,2,1,1,1
1,e_e007637,1,2,4,1
3,e_e007637,2,2,1,1
1,e_e007643,8,1,3,1
1,e_e007647,8,2,3,1
1,e_e007656,7,2,4,1
1,e_e007674,2,1,1,1
2,e_e007674,1,1,5,1
2,e_e007677,2,1,1,1
1,e_e007677,1,1,5,1
2,e_e007678,2,2,1,1
1,e_e007678,1,1,5,1
3,e_e007678,2,1,1,1
1,e_e007679,3,2,5,1
1,e_e007682,8,2,4,1
1,e_e007684,8,2,4,3
2,e_e007690,10,2,4,3
1,e_e007690,7,2,4,1
3,e_e007690,10,2,4,3
1,e_e007693,2,2,3,1
1,e_e007705,8,1,4,1
1,e_e007743,7,1,4,1
3,e_e007743,7,2,3,3
2,e_e007743,7,1,3,3
1,e_e007745,5,2,3,1
1,e_e007746,7,1,3,1
1,e_e007748,1,1,4,1
1,e_e007749,7,2,4,3
2,e_e007752,7,2,3,1
1,e_e007752,7,2,3,1
1,e_e007756,1,2,7,1
1,e_e007758,1,1,5,1
3,e_e007758,2,2,1,1
2,e_e007758,2,1,1,1
1,e_e007759,2,2,2,1
1,e_e007761,7,2,4,3
2,e_e007764,2,2,1,1
1,e_e007764,1,2,5,1
3,e_e007764,2,1,1,1
1,e_e007765,1,1,7,1
1,e_e007766,1,2,4,1
3,e_e007766,2,2,1,1
2,e_e007766,2,2,1,1
1,e_e007767,3,2,7,1
2,e_e007768,9,1,4,1
1,e_e007768,6,1,3,1
3,e_e007772,7,2,8,1
2,e_e007772,7,2,8,1
1,e_e007772,7,2,8,1
2,e_e007773,2,2,2,1
1,e_e007773,1,1,5,1
3,e_e007773,2,2,2,1
1,e_e007778,8,2,3,3
1,e_e007781,1,1,4,1
2,e_e007781,2,2,1,1
1,e_e007783,8,1,4,1
1,e_e007788,1,2,5,1
2,e_e007788,2,1,1,1
1,e_e007789,1,1,4,1
3,e_e007789,2,1,1,1
2,e_e007789,2,1,1,1
1,e_e007791,1,1,4,1
1,e_e007792,7,1,7,1
1,e_e007793,8,1,4,3
2,e_e007794,2,1,1,1
1,e_e007794,1,1,5,1
3,e_e007794,2,1,1,1
2,e_e007796,2,1,2,1
1,e_e007796,1,1,5,1
3,e_e007796,2,2,2,1
1,e_e007800,1,2,4,1
2,e_e007800,2,2,1,1
2,e_e007804,2,2,1,1
1,e_e007804,1,1,4,1
1,e_e007806,2,2,1,1
1,e_e007807,7,2,5,3
1,e_e007809,2,1,1,1
2,e_e007812,11,1,2,1
1,e_e007812,2,2,5,1
3,e_e007812,11,1,2,1
1,e_e007815,2,1,1,1
2,e_e007817,2,2,1,1
1,e_e007817,1,2,5,1
1,e_e007818,1,2,4,1
3,e_e007818,3,1,8,1
2,e_e007818,2,1,1,1
2,e_e007821,2,1,2,1
4,e_e007821,3,2,8,3
1,e_e007821,1,1,5,1
3,e_e007821,2,1,2,1
2,e_e007822,2,1,1,1
1,e_e007822,1,1,5,1
3,e_e007822,2,1,1,1
1,e_e007825,1,2,4,1
2,e_e007826,2,2,1,1
1,e_e007826,1,1,5,1
2,e_e007831,2,1,1,1
1,e_e007831,1,1,4,1
3,e_e007832,2,2,1,1
2,e_e007832,2,1,1,1
1,e_e007832,1,2,4,1
2,e_e007833,2,2,2,1
4,e_e007833,2,2,1,1
1,e_e007833,1,2,5,1
3,e_e007833,2,2,1,1
5,e_e007833,2,2,1,1
1,e_e007834,1,2,5,1
1,e_e007836,1,1,5,1
2,e_e007836,2,2,2,1
2,e_e007837,2,1,2,1
1,e_e007837,1,2,4,1
3,e_e007837,2,1,1,1
1,e_e007847,1,2,5,1
2,e_e007847,2,1,2,1
1,e_e007848,8,2,4,1
1,e_e007850,8,1,4,1
1,e_e007851,1,2,4,1
3,e_e007853,2,2,2,1
2,e_e007853,2,1,2,1
1,e_e007853,1,1,5,1
1,e_e007856,1,1,4,1
2,e_e007858,7,1,4,1
1,e_e007858,7,1,4,1
1,e_e007860,2,2,3,1
2,e_e007861,2,2,1,1
1,e_e007861,1,1,5,1
3,e_e007861,2,1,2,1
1,e_e007862,8,1,5,1
1,e_e007867,1,2,7,1
1,e_e007869,1,1,6,1
2,e_e007870,3,2,8,1
4,e_e007870,5,2,6,1
1,e_e007870,1,2,5,1
3,e_e007870,6,1,8,1
2,e_e007871,2,2,2,1
1,e_e007871,1,1,5,1
1,e_e007872,2,1,2,1
1,e_e007875,2,2,2,1
1,e_e007876,3,1,8,1
3,e_e007876,2,1,2,1
2,e_e007876,3,2,7,1
2,e_e007878,2,2,1,1
1,e_e007878,1,2,4,1
3,e_e007878,2,1,1,1
1,e_e007879,1,1,5,1
2,e_e007879,2,1,2,1
1,e_e007882,1,1,4,1
1,e_e007883,8,2,4,1
2,e_e007885,2,2,1,1
1,e_e007885,1,1,5,1
3,e_e007890,2,1,1,1
2,e_e007890,2,1,2,1
1,e_e007890,1,2,5,1
1,e_e007895,8,2,3,1
1,e_e007914,8,1,4,3
1,e_e007971,7,2,3,1
1,e_e007976,1,2,4,1
1,e_e007979,8,1,4,1
1,e_e007981,7,2,4,3
3,e_e007981,7,2,4,3
2,e_e007981,7,2,4,3
1,e_e008007,8,1,4,1
2,e_e008027,7,2,3,1
1,e_e008027,7,2,3,1
1,e_e008030,8,1,3,3
1,e_e008053,8,1,3,3
1,e_e008057,7,2,3,3
1,e_e008069,7,2,3,1
2,e_e008069,7,2,3,1
1,e_e008076,8,1,4,1
1,e_e008079,2,1,2,1
1,e_e008089,1,2,5,1
1,e_e008098,7,1,3,1
1,e_e008113,1,1,5,1
1,e_e008119,7,1,3,1
1,e_e008124,8,2,3,3
1,e_e008129,7,2,4,1
3,e_e008129,7,2,4,1
2,e_e008129,7,2,4,1
4,e_e008129,7,2,4,1
1,e_e008133,8,1,5,1
1,e_e008165,7,2,3,1
1,e_e008170,3,2,8,1
1,e_e008181,7,1,3,1
1,e_e008195,8,1,4,1
1,e_e008201,7,2,3,1
1,e_e008211,5,1,3,1
2,e_e008211,5,2,3,1
1,e_e008214,8,1,4,1
1,e_e008231,8,1,3,3
1,e_e008243,7,2,3,1
1,e_e008245,8,2,4,1
1,e_e008247,3,2,6,1
1,e_e008258,5,2,4,1
2,e_e008258,5,1,3,1
1,e_e008283,8,2,5,1
1,e_e008286,7,2,3,1
3,e_e008286,7,2,3,3
2,e_e008286,7,2,3,1
4,e_e008286,7,2,3,1
1,e_e008291,8,1,4,1
2,e_e008292,2,1,1,1
1,e_e008292,1,2,5,1
1,e_e008293,2,2,2,1
1,e_e008294,7,2,3,1
1,e_e008296,3,2,7,3
2,e_e008299,2,2,1,1
1,e_e008299,1,1,5,1
3,e_e008299,2,2,2,1
1,e_e008300,8,2,4,1
2,e_e008301,2,1,1,1
1,e_e008301,1,2,4,1
3,e_e008301,2,2,1,1
1,e_e008303,2,2,2,1
2,e_e008304,2,1,2,1
1,e_e008304,1,1,5,1
6,e_e008307,7,1,5,1
1,e_e008307,6,2,5,1
3,e_e008307,7,2,5,1
5,e_e008307,7,1,5,1
7,e_e008307,7,1,5,1
2,e_e008307,7,2,5,1
4,e_e008307,7,2,5,1
1,e_e008309,1,2,7,1
3,e_e008309,7,1,7,3
2,e_e008309,7,2,7,3
2,e_e008311,2,1,2,1
1,e_e008311,1,1,5,1
3,e_e008311,2,1,1,1
1,e_e008312,3,1,7,1
2,e_e008312,3,2,7,1
1,e_e008313,1,2,5,2
1,e_e008319,1,1,5,1
3,e_e008319,2,1,1,1
2,e_e008319,2,1,1,1
2,e_e008321,2,1,1,1
1,e_e008321,1,1,4,1
3,e_e008321,2,2,1,1
1,e_e008322,1,1,4,1
3,e_e008322,2,1,1,1
2,e_e008322,2,2,1,1
2,e_e008323,7,1,4,3
1,e_e008323,7,2,4,3
3,e_e008323,7,1,4,3
1,e_e008324,1,1,4,1
1,e_e008326,2,1,1,1
2,e_e008328,2,1,1,1
1,e_e008328,1,2,4,1
3,e_e008328,2,1,1,1
1,e_e008329,1,1,6,1
1,e_e008330,7,2,3,3
2,e_e008332,2,2,1,1
4,e_e008332,2,1,1,1
1,e_e008332,1,1,5,1
3,e_e008332,2,1,1,1
1,e_e008333,1,1,4,1
3,e_e008333,2,1,1,1
2,e_e008333,2,1,1,1
1,e_e008338,7,2,5,1
3,e_e008338,7,2,5,1
2,e_e008338,7,2,5,1
4,e_e008338,7,2,5,1
1,e_e008341,8,1,3,1
1,e_e008342,8,1,3,1
2,e_e008344,7,2,5,1
1,e_e008344,7,2,5,1
1,e_e008346,8,1,4,1
1,e_e008347,3,2,8,1
2,e_e008348,2,2,1,1
1,e_e008348,3,2,6,1
1,e_e008355,8,1,3,1
1,e_e008369,7,2,3,1
1,e_e008390,8,1,3,1
1,e_e008404,8,2,3,3
2,e_e008407,7,2,3,3
1,e_e008407,7,2,3,1
3,e_e008407,9,2,3,3
1,e_e008414,7,2,3,1
2,e_e008414,7,2,3,1
1,e_e008478,8,1,3,1
1,e_e008483,7,2,3,3
1,e_e008506,7,1,3,3
1,e_e008508,7,2,2,1
1,e_e008510,7,2,4,1
1,e_e008520,7,2,6,3
1,e_e008528,8,2,3,1
1,e_e008530,7,2,3,1
1,e_e008560,8,1,4,1
1,e_e008562,8,2,4,1
1,e_e008565,7,2,3,1
1,e_e008577,5,2,3,1
1,e_e008583,1,2,4,1
3,e_e008583,2,1,1,1
2,e_e008583,2,2,1,1
1,e_e008606,7,2,3,1
1,e_e008648,1,1,4,1
1,e_e008650,8,2,3,3
1,e_e008672,8,1,3,1
1,e_e008677,8,1,3,1
1,e_e008686,8,1,3,3
1,e_e008695,2,1,1,3
1,e_e008722,1,2,3,1
1,e_e008723,3,2,6,1
3,e_e008723,5,2,3,1
2,e_e008723,4,2,8,1
2,e_e008735,7,2,3,1
1,e_e008735,7,2,3,1
1,e_e008736,1,1,4,1
1,e_e008740,8,1,3,1
1,e_e008746,7,2,3,1
1,e_e008790,8,1,3,1
1,e_e008798,3,2,5,1
1,e_e008803,8,1,4,1
1,e_e008809,8,1,3,3
1,e_e008810,7,2,3,1
1,e_e008881,1,1,5,1
3,e_e008881,2,1,1,1
2,e_e008881,2,1,1,1
2,e_e008908,9,2,3,1
1,e_e008908,9,2,3,1
1,e_e008911,8,1,3,3
1,e_e008957,8,2,4,1
1,e_e008970,7,1,4,1
2,e_e008982,7,1,3,3
1,e_e008982,8,1,3,3
3,e_e008982,7,2,3,3
1,e_e009006,8,1,3,1
1,e_e009043,8,2,3,1
1,e_e009056,8,1,3,1
1,e_e009081,8,1,3,3
1,e_e009102,8,1,4,1
1,e_e009112,5,2,3,1
2,e_e009122,2,1,2,1
1,e_e009122,1,1,5,1
1,e_e009147,7,2,3,1
1,e_e009156,1,1,4,1
2,e_e009168,7,2,3,1
1,e_e009168,7,2,3,1
3,e_e009168,7,2,3,1
1,e_e009180,8,2,3,1
1,e_e009181,7,2,3,1
1,e_e009186,1,1,4,1
1,e_e009194,8,2,3,1
1,e_e009260,8,1,3,3
1,e_e009305,8,1,4,1
1,e_e009339,1,2,6,1
1,e_e009343,8,1,3,1
1,e_e009366,1,1,4,1
1,e_e009380,8,1,3,1
2,e_e009382,9,2,3,3
4,e_e009382,9,2,3,3
1,e_e009382,9,2,3,3
3,e_e009382,9,1,3,3
5,e_e009382,9,1,4,3
1,e_e009412,7,2,3,3
1,e_e009419,8,2,4,1
1,e_e009465,1,1,4,1
3,e_e009465,2,1,1,1
2,e_e009465,2,1,1,1
1,e_e009504,8,2,3,1
1,e_e009505,8,2,3,1
3,e_e009513,2,2,1,1
2,e_e009513,2,2,1,1
1,e_e009513,1,1,5,1
2,e_e009536,2,1,1,1
1,e_e009536,1,2,4,1
2,e_e009539,2,2,1,1
1,e_e009539,1,1,4,1
2,e_e009550,7,2,3,1
1,e_e009550,8,1,3,1
3,e_e009550,7,2,3,1
1,e_e009556,8,2,4,1
1,e_e009566,8,1,3,2
1,e_e009572,8,1,3,3
1,e_e009575,8,2,3,1
1,e_e009590,8,2,5,1
1,e_e009592,8,1,3,1
1,e_e009593,8,1,4,1
1,e_e009601,7,2,4,1
1,e_e009622,8,1,3,1
1,e_e009629,2,2,3,1
1,e_e009634,7,2,3,1
2,e_e009636,2,1,1,1
1,e_e009636,1,1,4,1
3,e_e009636,11,2,4,1
1,e_e009655,2,2,2,1
1,e_e009660,1,1,5,1
3,e_e009660,2,1,1,1
5,e_e009660,4,2,8,1
2,e_e009660,2,1,1,1
4,e_e009660,4,1,8,1
1,e_e009675,8,2,3,1
1,e_e009684,7,2,4,1
2,e_e009684,7,2,4,1
1,e_e009686,8,1,3,1
1,e_e009694,7,2,3,3
1,e_e009695,2,2,3,1
1,e_e009700,8,1,3,1
1,e_e009702,8,1,3,1
1,e_e009740,8,1,3,1
1,e_e009752,8,2,3,1
1,e_e009762,5,2,3,1
1,e_e009770,1,2,4,1
1,e_e009771,8,1,3,1
1,e_e009772,8,1,4,1
1,e_e009800,8,1,3,1
1,e_e009806,8,1,3,3
1,e_e009814,8,2,3,1
1,e_e009836,7,2,3,1
1,e_e009841,7,2,3,1
1,e_e009845,7,2,3,1
2,e_e009845,7,2,3,1
1,e_e009858,7,2,5,3
1,e_e009876,7,2,3,1
1,e_e009909,8,1,4,3
1,e_e009910,1,2,6,1
1,e_e009940,8,1,3,1
1,e_e009943,7,2,3,3
2,e_e009943,7,2,3,3
1,e_e009957,7,1,3,3
1,e_e009968,8,1,3,1
1,e_e010014,1,2,4,1
1,e_e010017,8,1,4,1
1,e_e010028,8,1,3,1
2,e_e010037,7,1,3,1
1,e_e010037,7,1,3,1
1,e_e010043,7,2,4,1
1,e_e010049,8,2,3,1
1,e_e010055,8,1,3,1
3,e_e010055,7,1,3,1
2,e_e010055,7,2,3,1
4,e_e010055,7,1,3,1
1,e_e010064,7,2,3,1
1,e_e010076,7,2,5,1
1,e_e010097,1,1,4,1
1,e_e010106,8,1,4,3
1,e_e010125,8,1,3,1
1,e_e010129,7,2,3,1
1,e_e010150,8,2,3,1
1,e_e010160,8,1,3,1
1,e_e010164,2,2,2,1
1,e_e010174,8,1,4,1
1,e_e010198,3,2,7,1
2,e_e010200,2,1,1,1
1,e_e010200,1,2,4,1
1,e_e010205,1,1,4,1
1,e_e010221,1,1,6,1
1,e_e010222,7,2,3,1
1,e_e010231,7,2,7,1
2,e_e010233,3,2,6,1
1,e_e010233,3,1,6,1
1,e_e010237,1,1,5,1
3,e_e010238,7,2,3,1
2,e_e010238,7,1,3,1
1,e_e010238,7,1,3,1
2,e_e010243,2,2,2,1
1,e_e010243,1,2,5,3
1,e_e010247,7,2,5,3
1,e_e010249,8,1,3,1
1,e_e010254,7,2,3,3
2,e_e010255,2,2,1,1
1,e_e010255,1,1,4,1
1,e_e010256,1,1,7,1
1,e_e010259,3,2,6,1
2,e_e010259,5,1,2,1
1,e_e010261,1,2,4,1
2,e_e010261,2,2,1,1
1,e_e010263,3,1,8,1
2,e_e010263,3,2,7,1
1,e_e010268,1,2,7,1
3,e_e010268,2,2,3,1
2,e_e010268,2,1,3,1
1,e_e010271,1,1,4,1
2,e_e010272,2,1,2,1
1,e_e010272,1,1,5,1
1,e_e010274,5,2,4,1
1,e_e010277,8,2,3,1
1,e_e010281,7,2,2,1
1,e_e010302,7,2,3,1
1,e_e010313,8,2,3,3
2,e_e010316,7,2,3,3
1,e_e010316,7,2,3,3
1,e_e010322,8,1,4,1
1,e_e010336,7,1,3,1
2,e_e010355,7,2,3,1
1,e_e010355,5,2,3,1
3,e_e010355,7,2,3,1
3,e_e010366,3,1,7,1
2,e_e010366,2,2,1,1
4,e_e010366,3,2,7,1
1,e_e010366,1,1,4,1
1,e_e010370,8,2,3,3
1,e_e010371,2,1,1,1
1,e_e010372,8,2,3,1
1,e_e010375,8,2,3,1
1,e_e010377,1,2,5,1
3,e_e010377,2,2,1,1
2,e_e010377,2,1,2,1
1,e_e010386,7,1,4,1
1,e_e010387,9,1,3,1
3,e_e010387,9,1,6,1
2,e_e010387,9,1,4,1
1,e_e010390,8,1,3,1
1,e_e010404,7,2,3,1
2,e_e010404,7,2,3,1
1,e_e010415,1,1,5,1
3,e_e010415,2,2,1,1
2,e_e010415,2,1,2,1
1,e_e010434,1,1,5,1
1,e_e010442,8,1,3,1
2,e_e010492,3,2,6,1
1,e_e010492,3,1,6,1
3,e_e010492,5,2,3,1
1,e_e010522,7,2,4,1
1,e_e010539,8,2,3,1
2,e_e010553,2,2,1,1
1,e_e010553,1,1,4,1
3,e_e010553,2,2,1,1
1,e_e010560,2,1,2,1
2,e_e010578,2,1,1,1
1,e_e010578,1,1,5,1
3,e_e010578,2,2,1,1
1,e_e010598,8,1,3,1
1,e_e010608,8,2,3,1
2,e_e010636,7,1,4,3
1,e_e010636,7,2,4,1
1,e_e010659,1,2,6,1
1,e_e010660,7,1,3,3
2,e_e010673,2,2,1,1
1,e_e010673,1,1,4,1
3,e_e010673,2,1,1,1
1,e_e010678,8,1,3,1
1,e_e010683,8,2,3,1
1,e_e010689,7,2,3,3
1,e_e010700,5,2,3,1
1,e_e010712,1,1,5,1
1,e_e010713,8,1,3,1
1,e_e010715,8,2,3,1
1,e_e010716,9,2,3,1
3,e_e010716,9,2,3,1
2,e_e010716,9,2,3,1
2,e_e010722,7,2,3,1
1,e_e010722,7,2,3,1
3,e_e010722,7,2,3,1
1,e_e010724,8,1,3,1
2,e_e010729,3,2,6,1
1,e_e010729,3,1,7,1
1,e_e010735,7,2,3,3
1,e_e010736,7,1,7,1
1,e_e010744,8,1,5,1
3,e_e010753,7,2,3,1
5,e_e010753,7,2,3,1
2,e_e010753,7,2,3,1
4,e_e010753,7,2,3,1
1,e_e010753,7,2,3,1
2,e_e010755,2,2,4,3
4,e_e010755,2,2,1,3
1,e_e010755,1,1,7,1
3,e_e010755,2,1,4,3
1,e_e010759,8,1,3,3
1,e_e010763,7,1,4,1
1,e_e010765,2,2,2,1
1,e_e010766,2,1,1,1
3,e_e010766,11,1,1,1
2,e_e010766,2,1,2,1
1,e_e010769,8,2,3,1
1,e_e010775,6,2,3,1
1,e_e010782,8,1,3,1
1,e_e010798,7,2,3,1
1,e_e010803,1,2,4,1
2,e_e010803,2,1,1,1
1,e_e010812,1,1,5,1
1,e_e010814,1,1,4,1
1,e_e010838,8,2,3,1
1,e_e010843,8,1,3,1
1,e_e010850,8,2,3,1
1,e_e010852,9,2,4,1
2,e_e010852,7,2,4,1
1,e_e010863,8,1,3,2
2,e_e010868,7,2,4,3
1,e_e010868,7,2,4,1
1,e_e010884,9,2,4,1
3,e_e010893,2,2,1,1
2,e_e010893,2,1,1,1
1,e_e010893,1,1,5,1
1,e_e010900,8,2,3,1
1,e_e010915,3,2,6,1
2,e_e010915,5,2,4,1
1,e_e010921,8,1,3,1
2,e_e010926,3,2,6,3
1,e_e010926,3,1,7,3
1,e_e010935,8,1,3,1
1,e_e010939,8,1,3,1
1,e_e010948,8,1,3,1
1,e_e010955,3,2,6,1
1,e_e010969,3,1,6,1
2,e_e010969,3,2,6,1
1,e_e010978,1,2,6,1
1,e_e010979,7,1,4,3
3,e_e010979,7,1,4,3
5,e_e010979,7,2,4,3
7,e_e010979,7,2,4,3
2,e_e010979,7,1,4,3
4,e_e010979,7,1,4,3
6,e_e010979,7,2,4,3
1,e_e010984,7,2,3,3
2,e_e010984,7,2,3,3
1,e_e010990,1,1,5,1
3,e_e010990,2,2,1,1
2,e_e010990,2,2,1,1
1,e_e010991,8,2,3,1
1,e_e011007,1,1,4,1
3,e_e011007,2,2,1,1
2,e_e011007,2,2,1,1
1,e_e011029,1,2,4,1
2,e_e011029,2,2,1,1
1,e_e011039,7,2,3,1
2,e_e011039,7,2,3,1
1,e_e011046,8,2,4,1
2,e_e011054,2,1,1,1
1,e_e011054,1,1,5,1
1,e_e011062,1,2,4,1
1,e_e011070,8,1,3,1
1,e_e011095,5,2,3,1
6,e_e011100,11,1,2,1
1,e_e011100,2,2,2,1
3,e_e011100,7,2,5,1
5,e_e011100,11,1,2,1
2,e_e011100,7,2,5,1
4,e_e011100,11,2,2,1
1,e_e011130,8,1,3,1
1,e_e011132,8,2,3,1
1,e_e011150,7,2,3,3
1,e_e011151,1,1,4,3
1,e_e011167,9,2,4,1
1,e_e011186,8,2,3,1
3,e_e011186,7,2,3,2
2,e_e011186,7,1,4,1
2,e_e011208,7,2,3,1
1,e_e011208,7,2,3,1
1,e_e011239,8,1,3,1
1,e_e011246,5,2,5,1
1,e_e011247,8,1,3,3
1,e_e011252,5,2,3,3
1,e_e011254,1,1,3,1
1,e_e011360,8,1,3,1
1,e_e011377,8,1,3,1
1,e_e011379,8,2,3,1
1,e_e011389,10,2,4,1
3,e_e011389,10,1,4,1
2,e_e011389,10,1,4,1
3,e_e011405,2,2,1,1
2,e_e011405,2,1,1,1
1,e_e011405,1,1,4,1
1,e_e011406,7,2,3,1
1,e_e011407,8,1,3,1
2,e_e011408,6,2,1,1
1,e_e011408,6,2,5,1
2,e_e011413,2,1,1,1
1,e_e011413,1,1,4,1
3,e_e011413,2,2,1,1
1,e_e011417,7,2,3,1
1,e_e011421,3,2,7,1
1,e_e011422,1,1,5,1
1,e_e011430,8,1,3,1
1,e_e011431,8,1,4,1
1,e_e011432,8,1,3,1
1,e_e011435,8,1,3,1
1,e_e011438,7,1,3,3
1,e_e011446,1,1,4,1
1,e_e011462,7,2,4,3
1,e_e011473,3,1,7,1
2,e_e011473,3,2,7,1
1,e_e011483,7,2,3,1
1,e_e011488,8,1,3,1
1,e_e011489,8,1,3,1
1,e_e011498,5,2,5,1
3,e_e011498,6,2,2,1
2,e_e011498,3,2,2,1
1,e_e011538,8,2,3,3
1,e_e011552,8,2,3,1
1,e_e011567,6,2,5,1
1,e_e011572,1,1,4,1
1,e_e011574,1,2,4,1
1,e_e011575,8,2,3,1
1,e_e011576,7,2,3,1
1,e_e011580,3,2,7,1
1,e_e011582,2,1,2,1
2,e_e011582,2,2,1,1
1,e_e011583,1,1,7,1
2,e_e011588,2,2,2,1
1,e_e011588,2,1,1,1
1,e_e011592,8,2,3,1
1,e_e011627,1,1,4,1
1,e_e011630,8,1,4,3
2,e_e011637,2,1,1,1
1,e_e011637,1,2,5,1
1,e_e011641,8,2,4,1
1,e_e011643,8,1,4,1
1,e_e011715,7,1,4,1
1,e_e011742,8,2,4,1
1,e_e011752,3,2,6,1
1,e_e011756,7,2,3,1
1,e_e011758,7,2,3,1
1,e_e011787,1,1,5,1
2,e_e011787,2,2,1,1
1,e_e011866,8,1,3,1
3,e_e011866,7,2,3,3
2,e_e011866,7,1,3,3
1,e_e011868,7,2,4,3
1,e_e011869,7,2,3,1
2,e_e011869,7,2,3,1
1,e_e011873,7,2,3,1
1,e_e011885,1,1,5,1
3,e_e011885,2,2,1,1
2,e_e011885,2,1,1,1
1,e_e011941,7,2,5,1
1,e_e012026,7,2,4,3
2,e_e012026,11,1,1,3
1,e_e012047,8,2,3,1
1,e_e012049,7,1,3,1
2,e_e012049,7,1,3,1
1,e_e012063,7,1,3,1
1,e_e012074,7,2,3,1
1,e_e012107,8,2,3,1
1,e_e012132,7,2,3,3
1,e_e012144,3,2,6,1
1,e_e012192,8,2,3,1
1,e_e012194,7,2,5,3
2,e_e012221,3,2,7,1
1,e_e012221,3,1,7,1
1,e_e012232,8,1,4,1
1,e_e012240,7,2,4,1
