TRAVEL_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,ACTIVITY_ETC,ACTIVITY_DTL,RSVT_YN,EXPND_SE,ADMISSION_SE
e_e000004,2304300002,3,0,,화성 어차 탑승,Y,5,1
e_e000004,2304300003,4,0,,,,,
e_e000004,2304300004,4,0,,,,,
e_e000006,2304300005,1,0,,소금빵,N,1,
e_e000006,2304300007,1,0,,쭈꾸미,N,1,
e_e000006,2304300006,1,3,,감식초,N,1,
e_e000006,2304300006,2,2,,입장권구매,N,1,
e_e000006,2304300004,4,0,,,,,
e_e000006,2304300005,5,1,,,,,
e_e000006,2304300006,5,1,,,,,
e_e000006,2304300002,7,0,,,,,
e_e000006,2304300003,7,0,,,,,
e_e000006,2305010001,7,0,,,,,
e_e000006,2305010002,99,0,,,,,
e_e000009,2304290004,1,0,,고추고갈비;멸치국수;남부시장돈삼겹김치찜,N,1,
e_e000009,2304290005,1,0,,나가사끼짬뽕탕;야끼우동,N,1,
e_e000009,2304300002,1,0,,우육면;우육면(맑은탕);꿔바로우;샤오바오,N,1,
e_e000009,2304300005,1,0,,바닐라라떼;오로라곤약청포도,N,1,
e_e000009,2304300005,1,1,,찰보리빵,N,1,
e_e000009,2304290002,1,4,,토스트 및 음료(카페그리닝),N,2,
e_e000009,2304290003,2,0,,악세사리 및 가방,N,1,
e_e000009,2304300004,2,0,,땅두릅,N,1,
e_e000009,2304300003,4,0,,,,,
e_e000009,2304300001,4,1,,,,,
e_e000009,2304290002,4,3,,,,,
e_e000009,2304290007,5,0,,,,,
e_e000009,2304300001,5,0,,,,,
e_e000009,2304300003,5,2,,,,,
e_e000009,2304290007,6,1,,,Y,1,
e_e000010,2304290004,1,0,,데리버거세트,N,4,
e_e000010,2304290007,1,0,,아이스바닐라라떼,N,1,
e_e000010,2304290008,1,0,,순두부칼국수;감자전,N,1,
e_e000010,2304300002,1,0,,초계국수;만두,N,1,
e_e000010,2304290008,1,1,,찐 옥수수,Y,2,
e_e000010,2304300003,1,1,,커피,N,1,
e_e000010,2304290009,1,2,,커피,Y,2,
e_e000010,2304300001,1,4,,커피,Y,2,
e_e000010,2304290005,2,0,,안경닦이;렌즈크리너 등,Y,5,
e_e000010,2304290006,2,1,,호올스;젤리 등,N,5,
e_e000010,2304300003,3,0,,뮤지컬 데스노트,Y,1,2
e_e000010,2304290006,3,2,,뮤지컬 맘마미아,Y,5,2
e_e000010,2304300001,3,2,,뮤지컬 데스노트 관람,Y,1,2
e_e000010,2304290009,4,1,,,,,
e_e000010,2304300001,4,3,,,,,
e_e000010,2304300004,7,0,,,,,
e_e000010,2304290002,7,1,,,,,
e_e000010,2304290003,7,1,,,,,
e_e000011,2304290005,1,0,,삼겹살;항정살;냉면;볶음밥;술,Y,2,
e_e000011,2304300002,1,0,,스프;파스타;샐러드;리조또;피자;커피;티,N,1,
e_e000011,2304290002,1,1,,보자기비빔밥;구운가지냉국수;희양산막걸리;감자스프;봄샐러드;우럭찜,Y,1,
e_e000011,2304290001,1,2,,모나카;빵,N,1,
e_e000011,2304300003,1,2,,맛밤;계란;쌍화탕;음료,N,1,
e_e000011,2304290004,2,0,,옷,N,1,
e_e000011,2304300004,2,0,,어묵,N,1,
e_e000011,2304290003,3,0,,비즈공예,Y,1,1
e_e000011,2304290001,3,1,,전시관람,N,5,2
e_e000011,2304300001,3,2,,이건희컬렉션 특별전,N,5,2
e_e000011,2304290001,4,0,,,,,
e_e000011,2304300001,4,1,,,,,
e_e000011,2304300002,5,1,,,,,
e_e000011,2304290001,5,3,,,,,
e_e000011,2304280002,7,0,,,,,
e_e000011,2304300003,7,1,,,,,
e_e000013,2304280002,1,0,,알밤빵,N,1,
e_e000013,2304290002,1,0,,커피,N,1,
e_e000013,2304280003,1,1,,돌솥알새우밥;등심돈까스;매콤소보루라멘,N,1,
e_e000013,2304280003,1,2,,구슬아이스크림;커피,N,1,
e_e000013,2304280003,2,0,,신발,N,1,
e_e000013,2304280004,2,0,,장보기,N,1,
e_e000013,2304290001,2,0,,후크,N,1,
e_e000013,2304280003,2,3,,옷,N,1,
e_e000013,2304280005,4,1,,,,,
e_e000013,2304290002,4,1,,,,,
e_e000013,2304280005,5,0,,,,,
e_e000014,2305010002,1,0,,그릴소시지 BBQ,N,1,
e_e000014,2305010002,2,1,,인형,N,1,
e_e000014,2305010002,3,2,,동물원 관람 및 사진촬영,Y,1,2
e_e000015,2304280002,1,0,,불고기쌈밥정식,N,1,
e_e000015,2304280004,1,0,,불갈비맛소세지;아이스브레이커스,Y,1,
e_e000015,2304290001,1,0,,두부김치전골;메밀전병,N,1,
e_e000015,2304290003,1,0,,딸기요거트,Y,2,
e_e000015,2304300001,1,0,,돼지갈비,Y,1,
e_e000015,2304300005,1,0,,순살후라이드;맥주;튀김모둠,Y,1,
e_e000015,2304300006,1,0,,모둠파전;두부고기김치;막걸리;조개탕,Y,1,
e_e000015,2305010002,1,0,,곰탕,N,1,
e_e000015,2305010003,1,0,,카라멜마끼아또,Y,1,
e_e000015,2305010007,1,0,,할라피뇨핫도그,Y,1,
e_e000015,2305010004,1,1,,아이스크림 빵빠레,N,2,
e_e000015,2305010005,2,0,,아이쇼핑:기타;트럼펫;피아노;바이올린,N,5,
e_e000015,2304280002,2,1,,아이쇼핑:향수;옷,Y,5,
e_e000015,2304300004,3,0,,방탈출게임,Y,1,1
e_e000015,2304280002,3,3,,영화 마리오 브라더스,Y,1,2
e_e000015,2304290002,4,0,,,,,
e_e000015,2305010004,4,0,,,,,
e_e000015,2304280002,4,2,,,,,
e_e000015,2305010007,5,1,,,,,
e_e000015,2304300002,6,0,,,N,1,
e_e000015,2304300007,6,0,,,N,1,
e_e000015,2304300003,6,1,,,N,1,
e_e000015,2304280005,99,0,,,,,
e_e000016,2304290002,1,0,,바닐라라떼;에크타르트;슈,N,1,
e_e000016,2304290003,2,0,,생필품;저녁식사거리,Y,1,
e_e000016,2304290002,2,1,,언더아머 바람막이와 반바지;양말,N,1,
e_e000016,2304290002,4,2,,,,,
e_e000018,2304290003,1,0,,돈가스;우동;냉모밀,N,1,
e_e000018,2304290004,3,0,,물빛마을;쓰레기 낚시체험;방방;소방차 체험,Y,1,1
e_e000020,2304290002,1,0,,편육(소);막국수(곱배기),N,1;3,
e_e000020,2304290004,1,0,,브라우니;플랫화이트;오지 카푸치노,N,1,
e_e000020,2304290007,1,0,,마트에서 사온 과자;라면;막걸리 등,Y,4,
e_e000020,2304300001,1,0,,청국장;제육볶음,N,1,
e_e000020,2304300004,1,0,,시오앙버터;밀크티;아메리카노,N,1,
e_e000020,2304290003,2,0,,Breathe Better(비염 치료 코 아로마),Y,1,
e_e000020,2304290006,2,0,,생수;컵라면 2개;잣막걸리;콘칩 과자;전기구이 오징어,N,1,
e_e000020,2304290003,2,3,,목장,Y,1,
e_e000020,2304300002,3,0,,동물 건초 먹이 주기;타이어 슬라이딩 체험,Y,1,1
e_e000020,2304290003,4,1,,,Y,,
e_e000020,2304300002,4,1,,,,,
e_e000020,2304300004,4,2,,,,,
e_e000020,2304290004,4,3,,,,,
e_e000020,2304300005,5,0,,,,,
e_e000020,2304290004,5,1,,,,,
e_e000020,2304290007,5,1,,,,,
e_e000020,2304300003,5,1,,,,,
e_e000020,2304300004,5,1,,,,,
e_e000020,2304290003,5,2,,,Y,,
e_e000020,2304290005,6,0,,체크인,Y,5,
e_e000020,2304290004,6,2,,,N,5,
e_e000020,2304290007,6,2,,여러 가지 이슈에 대해 논의,Y,5,
e_e000021,2304290003,1,0,,바질레몬샤벹 초코케이크,N,1,
e_e000021,2304290005,1,0,,차돌숙주볶음 알밥 맥주,N,1,
e_e000021,2304300001,1,0,,머슴모둠,Y,1,
e_e000021,2304300002,1,0,,레드히비소다 모과차아이스 초코프레첼,N,1,
e_e000021,2304290002,1,1,,순대국;곱창구이,N,1,
e_e000021,2304300003,3,0,,성모성지,N,5,2
e_e000021,2304290008,4,0,,,,,
e_e000021,2304300004,4,0,,,,,
e_e000021,2304290004,5,0,,,,,
e_e000021,2304290007,5,0,,,,,
e_e000021,2304290006,6,1,,,N,1,
e_e000021,2304290009,7,0,,,,,
e_e000021,2304300005,7,0,,,,,
e_e000021,2304300006,7,0,,,,,
e_e000022,2304290002,1,0,,이동갈비,N,1,
e_e000022,2304290003,3,0,,각종허브를 가공해서 판매하는곳과 허브식물원 관람,N,1,2
e_e000022,2304290004,4,0,,,,,
e_e000022,2304290004,5,1,,,,,
e_e000023,2304290003,1,0,,나주곰탕;만두,N,1,
e_e000023,2304290005,1,0,,망고바나나 카페라떼 생크림카스테라,N,1,
e_e000023,2304290006,3,0,,경복궁 관람,N,1,2
e_e000023,2304290004,3,1,,광화문 광장 관람,N,5,2
e_e000023,2304290002,3,2,,시티투어,Y,1,2
e_e000023,2304290002,4,0,,,,,
e_e000023,2304290004,4,2,,,,,
e_e000023,2304290005,5,1,,,,,
e_e000023,2304290002,7,1,,,,,
e_e000025,2304300003,1,0,,오리주물럭,N,1,
e_e000025,2304300004,1,0,,탕후루,N,1,
e_e000025,2304300005,1,0,,커피;초코라떼,N,1,
e_e000025,2304300004,4,2,,,,,
e_e000025,2304300005,5,1,,,,,
e_e000030,2304290002,7,0,,,,,
e_e000030,2304290003,7,0,,,,,
e_e000037,2304300003,1,0,,조개찜 칼국수 샤브샤브 밥,N,1,
e_e000037,2304300004,1,0,,커피 우유 소금빵,N,1,
e_e000037,2304300004,3,4,,이수연 개인전,N,5,2
e_e000037,2304300004,4,2,,,,,
e_e000037,2304300004,5,3,,,,,
e_e000038,2304280002,1,0,,음료 2잔;쿠키 4개,N,1,
e_e000038,2304280003,1,0,,우렁쌈밥,N,1,
e_e000038,2304280009,1,0,,게맛살;맥주;고구마스틱,Y,2,
e_e000038,2304290003,1,0,,육회비빔밥;갈비탕,N,1,
e_e000038,2304290004,1,0,,꽃소금라떼;아베리카;빵3개,N,1,
e_e000038,2304290005,2,0,,생활용품,N,1,
e_e000038,2304290002,3,1,,온천,N,1,2
e_e000038,2304290002,5,0,,,,,
e_e000038,2304280002,5,1,,,,,
e_e000038,2304280009,5,1,,,,,
e_e000038,2304290004,5,1,,,,,
e_e000039,2304290003,1,0,,라면;어묵,N,1,
e_e000039,2304290009,1,0,,쌀국수,N,1,
e_e000039,2304290005,3,0,,판다 관람,N,5,2
e_e000039,2304290006,3,0,,사자;호랑이;곰 관람,N,5,2
e_e000039,2304290007,3,0,,T익스프레스,N,5,1
e_e000039,2304290004,3,1,,입장,N,1,2
e_e000039,2304290006,3,1,,아마존 익스프레스 체험,N,5,1
e_e000039,2304290007,3,1,,슈팅고스트,N,5,1
e_e000039,2304290004,4,0,,,,,
e_e000039,2304290008,4,0,,,,,
e_e000040,2304280004,1,0,,항정살 소금구이 된장찌개 소주,N,1,
e_e000040,2304280006,1,0,,고기만두 김치만두,N,1,
e_e000040,2304290002,1,0,,아이스아미레카노 아이스라떼,N,1,
e_e000040,2304280005,4,0,,,,,
e_e000040,2304280007,4,1,,,,,
e_e000041,2304280002,1,0,,커피,N,4,
e_e000041,2304280003,1,0,,삼겹살  호빵살 계란찜 비빔국수 볶음밥,Y,4,
e_e000041,2304290001,1,0,,해장국,N,1,
e_e000041,2304290002,1,0,,아이스 아메리카노 벤티,N,1,
e_e000041,2304290003,1,0,,물냉면 빈대떡 만두,N,1,
e_e000041,2304290004,1,0,,커피,N,1,
e_e000041,2304290005,1,0,,추어탕 추어튀김,N,1,
e_e000041,2304300001,1,0,,갈비해장국,N,1,
e_e000041,2304300002,1,0,,아이스아메리카노,N,1,
e_e000041,2304300004,1,0,,오뎅 순대 김밥,N,1,
e_e000041,2304300001,2,1,,갈비해장국 포장,N,5,
e_e000041,2304300003,3,1,,융건릉 관람 및 둘레길 산책,N,1,2
e_e000041,2304300003,4,0,,,,,
e_e000041,2304290006,6,1,,,N,1,
e_e000042,2305010005,1,0,,바지락칼국수 2인분;해물파전 1개,N,1,
e_e000042,2305010008,4,0,,,,,
e_e000042,2305010006,4,1,,,,,
e_e000042,2305010006,5,0,,,,,
e_e000042,2305010004,6,2,,,N,1,
e_e000042,2305010003,7,0,,,,,
e_e000042,2305010007,7,0,,,,,
e_e000045,2304290004,1,0,,김치전;닭백숙;술;스팸구이;누룽지;어묵김치찌게,N,4,
e_e000045,2304290005,1,0,,닭백숙,N,4,
e_e000045,2304300001,1,0,,패션후르츠아이스,N,1,
e_e000045,2304300002,1,1,,마늘빵,N,1,
e_e000045,2304290003,2,0,,닭;술;어묵;양파;호박외,N,1,
e_e000045,2304300002,3,0,,산책;관람,N,1,2
e_e000045,2304290004,3,1,,캠핑;관람,Y,5,2
e_e000045,2304290005,4,1,,,,,
e_e000045,2304290004,4,2,,,,,
e_e000045,2304300002,4,2,,,,,
e_e000045,2304300001,5,1,,,,,
e_e000045,2304290005,5,2,,,,,
e_e000045,2304290004,5,3,,,,,
e_e000046,2304280004,1,0,,뷔페,Y,1,
e_e000046,2304280004,1,4,,쇠고기곱창전골,Y,4,
e_e000046,2304280004,3,1,,골프 라운딩;회식,Y,5,1
e_e000046,2304280004,4,2,,,,,
e_e000046,2304280004,5,3,,,,,
e_e000046,2304280003,6,0,,,N,5,
e_e000046,2304280003,7,1,,,,,
e_e000293,2305280006,1,0,,금계순살찜닭(간장),N,1,
e_e000293,2305280005,2,0,,두통약,Y,1,
e_e000293,2305280009,2,0,,음료수,N,1,
e_e000293,2305280002,2,1,,커피,N,1,
e_e000293,2305280005,2,2,,생수;삼각김밥,Y,1,
e_e000293,2305280007,3,0,,뮤지컬 브라더스 까라마조프 관람,Y,1,2
e_e000293,2305280005,3,1,,뮤지컬 비스티 관람,Y,1,2
e_e000293,2305280002,7,0,,,,,
e_e000293,2305280003,7,0,,,,,
e_e000293,2305280004,7,0,,,,,
e_e000293,2305280008,7,0,,,,,
e_e000293,2305280010,7,1,,,,,
e_e000294,2305190002,1,0,,알밤도넛,N,1,
e_e000294,2305190003,1,0,,샐러드;리조또;스테이크,N,1,
e_e000294,2305200001,1,0,,명란아보카도덮밥;가츠동,N,1,
e_e000294,2305210001,1,1,,두부보쌈,N,1,
e_e000294,2305190002,1,5,,커피,N,4,
e_e000294,2305200001,1,5,,아메리카노,N,1,
e_e000294,2305200001,1,6,,아메리카노,N,1,
e_e000294,2305200001,1,7,,양갈비콤보;코리안그릴드치킨;뢰스티;코카콜라,N,1,
e_e000294,2305190002,2,1,,,N,1,
e_e000294,2305200001,2,1,,쿼카 원형왕부채;판다열쇠고리,N,1,
e_e000294,2305200001,2,11,,판다 잠옷,N,1,
e_e000294,2305190003,3,1,,VR체험,N,1,1
e_e000294,2305200001,3,2,,감성교복 교복체험,N,1,1
e_e000294,2305200001,3,9,,놀이기구 액티비티 체험 및 공연관람,N,1,1
e_e000294,2305200001,3,10,,스윙버드(에버랜드 내 새 공연),Y,5,2
e_e000294,2305190002,4,3,,,,,
e_e000294,2305200001,4,4,,,,,
e_e000294,2305200002,5,0,,,,,
e_e000294,2305190003,5,2,,,,,
e_e000294,2305200001,5,3,,,,,
e_e000294,2305190002,5,4,,,,,
e_e000296,2305230003,1,0,,짬뽕,N,1,
e_e000296,2305230004,1,0,,휘낭시에;까눌레;아메리카노,N,1,
e_e000296,2305230005,1,0,,오믈렛;와플;팬케이크;아이스 아메리카노,N,1,
e_e000296,2305240001,1,0,,어니언베이글;치즈베이글;아이스 아메리카노,Y,1,
e_e000296,2305240002,1,0,,닭볶음탕,N,1,
e_e000296,2305240003,1,0,,아이스아메리카노,N,1,
e_e000296,2305240005,1,0,,묵은지 참치김밥,N,1,
e_e000296,2305240004,3,0,,입장 및 조형물 관람,N,5,2
e_e000296,2305230002,4,0,,,,,
e_e000296,2305230006,5,0,,,,,
e_e000296,2305240006,5,0,,,,,
e_e000299,2305270004,1,0,,햄버거세트,N,1,
e_e000299,2305270007,1,0,,낙새,N,1,
e_e000299,2305280003,1,0,,탄산수,Y,1;3,
e_e000299,2305280004,1,0,,각종 전류;주류,N,1,
e_e000299,2305280005,1,0,,맥주,N,1,
e_e000299,2305270006,1,1,,커피,N,1,
e_e000299,2305270005,3,0,,에드워드 호퍼전 관람,Y,1,2
e_e000299,2305280001,3,0,,을사늑약에 관련한 역사관 관람,N,5,2
e_e000299,2305280002,3,0,,역사속 마지막 궁궐 관람,N,5,2
e_e000299,2305270006,5,0,,,,,
e_e000299,2305280010,5,0,,,,,
e_e000299,2305270002,7,0,,,,,
e_e000299,2305270003,7,0,,,,,
e_e000301,2305190003,1,0,,북촌손만두,Y,2,
e_e000301,2305200001,1,0,,조식뷔페,Y,4,
e_e000301,2305200003,1,0,,프랭크버거세츠 sg크림치즈버거,N,1,
e_e000301,2305200002,3,0,,,Y,5,1
e_e000301,2305190003,4,1,,,,,
e_e000301,2305190003,6,2,,,Y,5,
e_e000301,2305190003,6,3,,,Y,5,
e_e000302,2305190003,1,0,,닭꼬치;아이스커피;파스타;콜라;치킨샐러드;츄러스,Y,1,
e_e000302,2305200001,1,0,,항정살페퍼메주파스타;발사믹관자;얼그레이카프리제;딱새우링귀니,Y,1,
e_e000302,2305200003,1,0,,스프링어니언베이글;블루베리베이글,Y,1,
e_e000302,2305200006,1,0,,화채;알탕;쥐포;크래커,Y,1,
e_e000302,2305210001,1,0,,볶음면;마파두부덮밥;오렌지치킨,Y,1,
e_e000302,2305210003,1,0,,아메리카노;패션후르츠에이드,Y,1,
e_e000302,2305210006,1,0,,와사비쉬림프세트,Y,1,
e_e000302,2305200004,2,0,,향수;핸드크림;핸드워시;선글라스,N,5,
e_e000302,2305210002,2,0,,티셔츠(구매);신발 가방 소품(아이쇼핑),N,1,
e_e000302,2305210005,2,0,,의류;가방;도자기(아이쇼핑),N,5,
e_e000302,2305210003,2,1,,선글라스;의류 (아이쇼핑),N,5,
e_e000302,2305190002,3,1,,교복 체험,Y,1,1
e_e000302,2305190003,3,1,,놀이공원 입장,N,1,2
e_e000302,2305200002,4,0,,,,,
e_e000302,2305210004,4,0,,,,,
e_e000302,2305200005,4,4,,,,,
e_e000302,2305190005,6,2,,,N,1,
e_e000302,2305200005,6,3,,지인 결혼식,Y,5,
e_e000307,2305210003,1,0,,물냉면;만두,N,1,
e_e000307,2305210004,1,0,,연천커피,N,1,
e_e000307,2305210007,1,0,,음료;프렌치토스트,N,1,
e_e000307,2305210005,4,0,,,,,
e_e000307,2305210006,4,0,,,,,
e_e000307,2305210002,4,4,,,,,
e_e000307,2305210002,6,5,,,N,1,
e_e000311,2305270003,1,0,,커피;빵,N,1,
e_e000311,2305270005,1,0,,보리밥정식,N,1,
e_e000311,2305270004,3,0,,키즈카페,N,1,2
e_e000311,2305270002,4,0,,,,,
e_e000311,2305270006,4,0,,,,,
e_e000311,2305270007,4,0,,,,,
e_e000317,2305270008,1,0,,피자떡볶이2인분;볶음밥1인분,Y,1,
e_e000317,2305280003,1,0,,커피;음료;샌드위치;수프,Y,1,
e_e000317,2305280007,1,0,,회전초밥,Y,1,
e_e000317,2305290003,1,0,,후가스;바게트,Y,1,
e_e000317,2305290004,1,0,,우육면;홍콩식솥밥,Y,1,
e_e000317,2305270010,1,1,,생맥주;감자전;튀김쥐포,Y,1,
e_e000317,2305270004,1,2,,핑거푸드;랍스터구이;보리리조트,N,4,
e_e000317,2305270009,2,0,,문구류(공책;볼펜),N,5,
e_e000317,2305280009,2,0,,아이쇼핑,N,5,
e_e000317,2305280006,3,0,,영화 시사회 관람(범죄도시3),Y,1,2
e_e000317,2305270004,4,0,,,,,
e_e000317,2305280005,4,0,,,,,
e_e000317,2305290002,4,0,,,,,
e_e000317,2305290005,4,0,,,,,
e_e000317,2305290006,4,0,,,,,
e_e000317,2305280008,5,0,,,,,
e_e000317,2305280010,5,0,,,,,
e_e000317,2305290001,5,0,,,,,
e_e000317,2305270004,6,1,,모임참석,N,5,
e_e000317,2305270002,7,0,,,,,
e_e000317,2305270003,7,0,,,,,
e_e000317,2305270005,7,0,,,,,
e_e000317,2305270007,7,0,,,,,
e_e000317,2305270011,7,0,,,,,
e_e000317,2305280001,7,0,,,,,
e_e000317,2305280002,7,0,,,,,
e_e000317,2305280004,7,0,,,,,
e_e000317,2305290007,7,0,,,,,
e_e000317,2305290006,7,1,,,,,
e_e000319,2306010008,1,0,,버팔로윙;생맥주,N,1,
e_e000319,2306010007,1,1,,타코;생맥주;스파게티,N,1,
e_e000319,2305310002,2,0,,아이쇼핑(잡화;간식),N,5,
e_e000319,2306010004,2,0,,아이쇼핑(화장품;디저트),N,5,
e_e000319,2306020003,2,0,,아이쇼핑(옷),N,5,
e_e000319,2306010011,4,0,,,,,
e_e000319,2305310002,4,1,,,,,
e_e000319,2305310003,4,1,,,,,
e_e000319,2305310004,4,1,,,,,
e_e000319,2306010001,4,1,,,,,
e_e000319,2306010003,4,1,,,,,
e_e000319,2306010012,4,1,,,,,
e_e000319,2306020001,4,1,,,,,
e_e000319,2306020003,4,1,,,,,
e_e000319,2305310003,5,0,,,,,
e_e000319,2305310004,5,0,,,,,
e_e000319,2306010001,5,0,,,,,
e_e000319,2306010003,5,0,,,,,
e_e000319,2306010012,5,0,,,,,
e_e000319,2306020001,5,0,,,,,
e_e000319,2306010005,7,0,,,,,
e_e000319,2306010006,7,0,,,,,
e_e000319,2306010009,7,0,,,,,
e_e000319,2306010010,7,0,,,,,
e_e000322,2306060004,1,0,,족발,N,1,
e_e000322,2306050006,2,0,,아이쇼핑(옷;원피스),N,5,
e_e000322,2306060003,2,0,,아이쇼핑(잡화;악세사리),N,5,
e_e000322,2306070003,2,0,,아이쇼핑(과일;떡),N,5,
e_e000322,2306060002,3,1,,사찰 방문하여 108배,N,5,2
e_e000322,2306060001,4,0,,,,,
e_e000322,2306060002,4,0,,,,,
e_e000322,2306070001,4,0,,,,,
e_e000322,2306070002,4,0,,,,,
e_e000322,2306050005,4,1,,,,,
e_e000322,2306060003,4,1,,,,,
e_e000322,2306050005,5,0,,,,,
e_e000322,2306070001,5,1,,,,,
e_e000322,2306070002,5,1,,,,,
e_e000322,2306050002,7,0,,,,,
e_e000322,2306050003,7,0,,,,,
e_e000322,2306060006,7,0,,,,,
e_e000322,2306060007,7,0,,,,,
e_e000323,2305270002,1,0,,스페셜부대찌개2인분;라면사리,N,1,
e_e000323,2305270004,1,0,,아이스아메리카노;옥수수데니쉬;베이컨감자파이,N,1,
e_e000323,2305270006,1,0,,제주말차라떼;레몬에이드,N,1,
e_e000323,2305270008,1,0,,후라이드반 양념반;생맥주500cc,N,1,
e_e000323,2305280001,1,0,,해장국;수육,N,1,
e_e000323,2305270009,1,1,,위청수골드액;츄파춥스,N,2,
e_e000323,2305270005,3,0,,화성행궁 관람,N,1,2
e_e000323,2305270009,4,0,,,,,
e_e000323,2305280002,4,0,,,,,
e_e000323,2305270003,4,1,,,,,
e_e000323,2305280003,4,2,,,,,
e_e000323,2305270003,5,0,,,,,
e_e000323,2305270007,5,0,,,,,
e_e000323,2305270010,5,0,,,,,
e_e000323,2305280003,5,0,,,,,
e_e000323,2305270006,5,1,,,,,
e_e000323,2305280002,5,1,,,,,
e_e000329,2305260003,1,0,,부속구이 덜미살;뽈살;소주;맥주,N,1,
e_e000329,2305260004,1,0,,파인애플샤베트;소세지;소주;맥주,N,1,
e_e000329,2305260005,1,0,,계란말이;맥주;소주,N,1,
e_e000329,2305270002,1,0,,삼겹살;맥주,N,1,
e_e000329,2305280001,1,0,,,N,4,
e_e000329,2305280002,1,0,,커피;딸기푸딩,N,4,
e_e000329,2305280003,1,0,,국물없는 새우우동;꽃빵튀김;만두튀김,N,1,
e_e000329,2305260005,1,1,,하늘보리500ml,N,2,
e_e000329,2305270001,1,2,,팝콘;콜라2;에그머핀 세트,Y,1,
e_e000329,2305280005,2,0,,해외맥주,N,1,
e_e000329,2305280002,2,1,,마늘빵;블루베리 식빵,N,1,
e_e000329,2305280005,2,1,,선글라스,N,1,
e_e000329,2305270001,3,0,,영화 분노의질주 관람,Y,1,2
e_e000329,2305270004,4,0,,,,,
e_e000329,2305280004,4,1,,,,,
e_e000329,2305270003,6,0,,,N,1,
e_e000331,2305280004,1,0,,소고기샤브샤브;물냉면,N,1,
e_e000331,2305300001,1,0,,계란샌드위치;음료수,N,1,
e_e000331,2305280005,1,3,,팝콘;콜라,N,1,
e_e000331,2305290001,1,5,,슬러시;치킨;포테이토;치즈빵;츄러스;파스타;필라프;피자,Y,1,
e_e000331,2305280003,2,0,,바닐라빈크림,N,1,
e_e000331,2305290003,3,0,,보드게임,N,1,1
e_e000331,2305280005,3,2,,영화관람,N,1,2
e_e000331,2305290001,3,2,,롯데월드입장,Y,1,2
e_e000331,2305280003,4,2,,,,,
e_e000331,2305280002,5,0,,,,,
e_e000331,2305280006,5,0,,,,,
e_e000331,2305290002,5,0,,,,,
e_e000331,2305290004,5,0,,,,,
e_e000331,2305280003,5,1,,,,,
e_e000331,2305290003,5,1,,,,,
e_e000331,2305290001,6,6,,,Y,1,
e_e000331,2305280007,7,0,,,,,
e_e000331,2305300001,7,1,,,,,
e_e000332,2305190003,1,0,,야채곱창볶음,N,1,
e_e000332,2305190004,1,0,,마늘치킨;후라이드치킨,N,1,
e_e000332,2305200001,1,0,,계란찜;호박죽;광어사시미;청어김말이;능성어초밥;줄무늬전갱이초밥;한치회초밥;참치등살초밥;참치뱃살초밥;미소장국;튀김표고버섯;새우한치고로케;청어;고등어공초밥;가리비랑우니크림;달마새우초밥;미니카이센동;박꼬지;바다장어;계란구이;교토우동;레몬샤베트,Y,1,
e_e000332,2305190003,1,1,,간;천엽;해물파전,N,1,
e_e000332,2305190002,1,3,,간짜장;군만두,Y,1,
e_e000332,2305190005,5,0,,,,,
e_e000332,2305190002,6,1,,,N,5,
e_e000334,2305280004,1,0,,조개구이;주류,N,1,
e_e000334,2305290002,1,0,,부대찌개,N,1,
e_e000334,2305290003,1,0,,빵;음료,N,1,
e_e000334,2305280003,1,2,,음료,N,1,
e_e000334,2305280005,2,0,,부채 구입,Y,1,
e_e000334,2305280005,3,1,,니지모리 스튜디오 입장,Y,5,2
e_e000334,2305280005,3,3,,,Y,1,2
e_e000334,2305280005,4,2,,,,,
e_e000334,2305280003,4,3,,,,,
e_e000334,2305280002,5,1,,,,,
e_e000334,2305280003,5,1,,,,,
e_e000336,2305280003,1,1,,,Y,1,
e_e000336,2305270003,1,2,,한식,N,1,
e_e000336,2305280002,2,0,,베베드피노 모자,N,1,
e_e000336,2305280002,2,1,,나이키 신발,N,5,
e_e000336,2305270002,3,0,,장미꽃축제,N,5,2
e_e000336,2305270003,3,0,,아쿠아플라넷;전망대;전시,Y,1,2
e_e000336,2305280001,3,0,,과학관 구경,Y,5,2
e_e000336,2305290001,4,0,,,,,
e_e000336,2305270003,4,1,,,,,
e_e000336,2305270005,5,0,,,,,
e_e000336,2305280003,5,0,,,,,
e_e000338,2305190005,1,0,,아이스 아메리카노,Y,1,
e_e000338,2305190006,1,0,,더이더리 뷔페,Y,4,
e_e000338,2305190008,2,0,,,Y,1,
e_e000338,2305190005,3,1,,마우리치오 카텔란,Y,5,2
e_e000338,2305190008,4,1,,,,,
e_e000338,2305190003,7,0,,,,,
e_e000338,2305190004,7,0,,,,,
e_e000338,2305190007,7,0,,,,,
e_e000338,2305190002,99,0,,,,,
e_e000342,2305190006,1,0,,아이스아메리카노 2잔,N,1,
e_e000342,2305200001,1,0,,해물칼국수5;알밥1;공기밥1,N,1,
e_e000342,2305200004,1,0,,아이스아메리카노2;핫리얼말차라떼1;아이스크림베리라떼2;찹쌀페스트리1;에그타르트2,N,1,
e_e000342,2305200005,1,0,,아리정식 5인,Y,1,
e_e000342,2305190003,1,6,,델리만쥬 8개,N,1,
e_e000342,2305190003,1,9,,바나나우유 2개,N,1,
