TRAVELER_ID,GENDER,AGE_GRP,INCOME,RESIDENCE_SGG_CD,RESIDENCE_SIDO_NM,MARR_STTS,JOB_NM,TRAVEL_NUM,TRAVEL_DAYS_SUM,VISIT_AREA_CNT,RESIDENCE_TIME_MIN_AVG,PAYMENT_AMT_WON_PER_UNIT,PAYMENT_AMT_WON_SUM,PAYMENT_AMT_WON_PER_PERSON,PAYMENT_AMT_WON_PER_DAY,LODGE_PAYMENT_AMT_WON_SUM,ACTIVITY_PAYMENT_AMT_WON_SUM,MVMN_PAYMENT_AMT_WON_SUM,LODGING_TYPE_CD,LODGING_YN,ACTIVITY_TYPE_CD_CNT,MVMN_NM,TRAVEL_PURPOSE,TRAVEL_COMPANION_TYPE,TRAVEL_COMPANIONS_NUM,VISIT_SIDO_SGG_NM,DGSTFN_AVG,REVISIT_INTENTION_AVG,RCMDTN_INTENTION_AVG,TRAVEL_LIKE_SGG_1,TRAVEL_STYL_ALL,TRAVEL_MOTIVE_ALL,COMPANION_AGE_GRP_1,COMPANION_AGE_GRP_2,COMPANION_AGE_GRP_3,COMPANION_AGE_GRP_4,COMPANION_AGE_GRP_5,COMPANION_GENDER_1,COMPANION_GENDER_2,COMPANION_GENDER_3,COMPANION_GENDER_4,COMPANION_GENDER_5,VALUE_SEGMENT,VALUE_SEGMENT_SUB
e004905,여,40,월평균 200만원 ~ 300만원 미만,43,충청북도,기혼,서비스 종사자,8,3,16,148,80439,482634,241317,160878,88084,357450,37100,"기타,게스트하우스",Y,3,"KTX/SRT(고속열차),버스 + 지하철","쇼핑;드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;지역 축제/이벤트 참가",자녀 동반 여행,2,서울특별시 강북구,3.714285714,3.571428571,3.785714286,42210,"도시 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,도시 선호 중간선호,도시 선호 중간선호,도시 선호 중간선호,자연 선호 중간선호,도시 선호 중간선호","새로운 경험 추구,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,역사 탐방, 문화적 경험 등 교육적 동기",10대,,,,,여자,,,,,B,B1
e004914,남,30,월평균 400만원 ~ 500만원 미만,41,경기도,미혼,기타,2,2,10,100,68927.5,275710,137855,137855,55800,211910,8000,모텔/여관,Y,3,자가용(승용/승합/트럭 등등),쇼핑;호캉스 여행;시티투어,2인 여행(가족 외),2,,4.375,4,4.125,41820,"중립,자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,도시 선호 중간선호,자연 선호 매우선호,도시 선호 중간선호","여행 동반자와의 친밀감 및 유대감 증진,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",30대,,,,,여자,,,,,B,C1
e004915,여,60,월평균 300만원 ~ 400만원 미만,41,경기도,기혼,전문가 및 관련 종사자,6,1,13,47.5,65000,195000,65000,195000,0,174600,20400,,N,2,"지하철,택시",SNS 인생샷 여행;신규 여행지 발굴;시티투어,3대 동반 여행(친척 포함),3,"경기도 부천시,서울특별시 중구",4.090909091,4.181818182,4.272727273,42210,"중립,중립,자연 선호 매우선호,자연 선호 매우선호,도시 선호 매우선호,중립,중립,도시 선호 매우선호","새로운 경험 추구,여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",60대,10대,,,,여자,여자,,,,B,B0
e004917,여,20,월평균 200만원 ~ 300만원 미만,41,경기도,미혼,사무 종사자,1,2,11,132,54250,217000,108500,108500,57000,156100,3900,호텔,Y,3,지하철,SNS 인생샷 여행;유흥/오락(나이트라이프),2인 여행(가족 외),2,,4.111111111,3.888888889,4.111111111,42230,"자연 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,중립,중립,도시 선호 약간선호,자연 선호 중간선호,중립","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,여행 동반자와의 친밀감 및 유대감 증진,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",20대,,,,,여자,,,,,B,C1
e004919,남,60,월평균 300만원 ~ 400만원 미만,41,경기도,기혼,서비스 종사자,2,3,21,117,151862.1667,911173,455586.5,303724.333333,838373,51100,21700,호텔,Y,2,자가용(승용/승합/트럭 등등),쇼핑;Well-ness 여행;역사 유적지 방문;시티투어;유흥/오락(나이트라이프),2인 가족 여행,2,,4.947368421,4.842105263,4.894736842,11680,"자연 선호 약간선호,자연 선호 중간선호,중립,자연 선호 매우선호,자연 선호 약간선호,중립,자연 선호 중간선호,자연 선호 약간선호","여행 동반자와의 친밀감 및 유대감 증진,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,운동, 건강 증진 및 충전",50대,,,,,여자,,,,,A,A1
e004925,여,60,소득없음 ,11,서울특별시,사별,전업주부,1,1,6,168,220850,441700,220850,441700,0,378700,63000,,N,3,자가용(승용/승합/트럭 등등),Well-ness 여행;지역 축제/이벤트 참가,자녀 동반 여행,2,,4,4,4,50130,"자연 선호 매우선호,자연 선호 중간선호,자연 선호 약간선호,자연 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,자연 선호 약간선호,자연 선호 중간선호","여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",40대,,,,,여자,,,,,A,A0
e004926,남,30,월평균 500만원 ~ 600만원 미만,41,경기도,기혼,사무 종사자,4,2,9,153.75,71516.66667,429100,143033.333333,214550,181000,164000,84100,콘도미니엄/리조트,Y,1,자가용(승용/승합/트럭 등등),"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;인플루언서 따라하기 여행",자녀 동반 여행,3,,3.714285714,3.428571429,3.428571429,42210,"자연 선호 중간선호,자연 선호 매우선호,자연 선호 중간선호,자연 선호 매우선호,자연 선호 매우선호,도시 선호 중간선호,도시 선호 매우선호,자연 선호 중간선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,여행 동반자와의 친밀감 및 유대감 증진",30대,~9세이하,,,,남자,남자,,,,B,C1
e004927,남,40,"월평균 900만원 ~ 1,000만원 미만",11,서울특별시,기혼,전문가 및 관련 종사자,3,2,8,201.4285714,151158.6,1511586,302317.2,755793,808706,671680,31200,펜션,Y,2,"자가용(승용/승합/트럭 등등),지하철",Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행,3인 이상 여행(가족 외),5,,3.833333333,3.333333333,3.333333333,50130,"자연 선호 중간선호,자연 선호 매우선호,도시 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,도시 선호 약간선호,도시 선호 매우선호,도시 선호 중간선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",30대,30대,30대,30대,,남자,남자,남자,남자,,A,A1
e004931,남,40,월평균 500만원 ~ 600만원 미만,41,경기도,기혼,장치․기계 조작 및 조립 종사자,5,1,6,120,162213.3333,486640,162213.333333,486640,0,338400,25240,,N,2,"자가용(승용/승합/트럭 등등),지하철",지역 문화예술/공연/전시시설 관람,자녀 동반 여행,3,,4.25,4.25,4.25,50130,"자연 선호 매우선호,자연 선호 매우선호,자연 선호 중간선호,자연 선호 약간선호,중립,자연 선호 약간선호,도시 선호 중간선호,자연 선호 약간선호","여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",10대,10대,,,,남자,남자,,,,A,A0
e004932,여,20,월평균 300만원 ~ 400만원 미만,11,서울특별시,미혼,사무 종사자,3,2,9,240,73120,292480,146240,146240,90000,101690,34500,펜션,Y,3,자가용(승용/승합/트럭 등등),"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행",2인 여행(가족 외),2,서울특별시 관악구,3.857142857,3.285714286,3.571428571,28710,"중립,도시 선호 매우선호,중립,도시 선호 매우선호,중립,도시 선호 매우선호,중립,중립","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,여행 동반자와의 친밀감 및 유대감 증진,SNS 사진 등록 등 과시",30대,,,,,남자,,,,,B,B1
e004941,남,30,월평균 300만원 ~ 400만원 미만,11,서울특별시,미혼,판매 종사자,3,1,9,63.75,47648,95296,47648,95296,0,61100,32696,,N,1,자가용(승용/승합/트럭 등등),SNS 인생샷 여행;시티투어,2인 여행(가족 외),2,,4.5,4.5,4.333333333,26500,"자연 선호 중간선호,자연 선호 약간선호,자연 선호 중간선호,자연 선호 매우선호,자연 선호 매우선호,도시 선호 중간선호,자연 선호 중간선호,도시 선호 중간선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,여행 동반자와의 친밀감 및 유대감 증진",20대,,,,,여자,,,,,C,B0
e004945,여,20,월평균 200만원 ~ 300만원 미만,41,경기도,미혼,사무 종사자,1,2,10,123.3333333,87400.75,349603,174801.5,174801.5,64503,201500,3600,호텔,Y,3,자가용(승용/승합/트럭 등등),"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;인플루언서 따라하기 여행",2인 여행(가족 외),2,경기도 광주시,4.5,4.375,4.375,42150,"자연 선호 중간선호,자연 선호 매우선호,자연 선호 매우선호,도시 선호 약간선호,도시 선호 중간선호,중립,자연 선호 약간선호,도시 선호 중간선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,여행 동반자와의 친밀감 및 유대감 증진,SNS 사진 등록 등 과시",20대,,,,,남자,,,,,B,B1
e004948,여,30,월평균 200만원 ~ 300만원 미만,11,서울특별시,미혼,서비스 종사자,1,2,7,225,59025,236100,118050,118050,139000,65600,31500,"야영(캠핑,글램핑등)",Y,2,자가용(승용/승합/트럭 등등),"쇼핑;드라마 촬영지 방문;SNS 인생샷 여행;야외 스포츠, 레포츠 활동;캠핑",2인 여행(가족 외),2,,5,5,5,42210,"자연 선호 중간선호,자연 선호 중간선호,자연 선호 약간선호,자연 선호 약간선호,자연 선호 약간선호,자연 선호 약간선호,자연 선호 중간선호,도시 선호 중간선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기",30대,,,,,여자,,,,,B,C1
e004952,여,40,월평균 200만원 ~ 300만원 미만,36,세종특별자치시,기혼,사무 종사자,1,1,7,75,65200,195600,65200,195600,0,122750,66350,,N,2,자가용(승용/승합/트럭 등등),쇼핑;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람,자녀 동반 여행,3,세종특별자치시 ,4.2,4.2,4.2,44230,"중립,중립,자연 선호 중간선호,도시 선호 약간선호,도시 선호 약간선호,중립,중립,자연 선호 약간선호","여행 동반자와의 친밀감 및 유대감 증진,역사 탐방, 문화적 경험 등 교육적 동기,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",40대,~9세이하,,,,남자,남자,,,,B,B0
e004961,여,30,월평균 300만원 ~ 400만원 미만,28,인천광역시,미혼,사무 종사자,2,2,12,98.18181818,87200,523200,174400,261600,140000,250300,90900,콘도미니엄/리조트,Y,2,"자가용(승용/승합/트럭 등등),지하철","테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;쇼핑;SNS 인생샷 여행",부모 동반 여행,3,,4,3.7,3.9,50130,"자연 선호 약간선호,자연 선호 중간선호,자연 선호 약간선호,자연 선호 중간선호,자연 선호 약간선호,도시 선호 약간선호,도시 선호 중간선호,자연 선호 약간선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,여행 동반자와의 친밀감 및 유대감 증진",60대,50대,,,,남자,여자,,,,B,B1
e004970,남,30,월평균 300만원 ~ 400만원 미만,41,경기도,미혼,사무 종사자,1,1,8,77.14285714,107300,214600,107300,214600,0,212600,2000,,N,3,자가용(승용/승합/트럭 등등),SNS 인생샷 여행;인플루언서 따라하기 여행;시티투어,2인 여행(가족 외),2,,4,3.4,3.4,41130,"자연 선호 중간선호,자연 선호 중간선호,도시 선호 약간선호,도시 선호 약간선호,중립,자연 선호 중간선호,자연 선호 약간선호,자연 선호 약간선호","여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,SNS 사진 등록 등 과시",30대,,,,,여자,,,,,A,A0
e004975,남,20,소득없음 ,44,충청남도,미혼,학생,2,1,3,180,16800,33600,16800,33600,0,21600,12000,,N,2,버스 + 지하철,쇼핑;SNS 인생샷 여행,2인 여행(가족 외),2,충청남도 천안시 서북구,5,5,5,50130,"도시 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,중립,중립,자연 선호 약간선호,자연 선호 중간선호,도시 선호 중간선호","여행 동반자와의 친밀감 및 유대감 증진,SNS 사진 등록 등 과시,",20대,,,,,여자,,,,,C,C0
e004976,여,40,월평균 200만원 ~ 300만원 미만,41,경기도,미혼,전문가 및 관련 종사자,3,1,10,66.66666667,55033.33333,165100,55033.333333,165100,0,157100,8000,,N,2,자가용(승용/승합/트럭 등등),쇼핑;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;지역 축제/이벤트 참가;친환경 여행(플로깅 여행),3인 이상 여행(가족 외),3,,5,5,5,26110,"중립,도시 선호 매우선호,도시 선호 매우선호,중립,도시 선호 매우선호,중립,자연 선호 매우선호,도시 선호 매우선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,여행 동반자와의 친밀감 및 유대감 증진,",60대,30대,,,,여자,여자,,,,B,B0
e004977,남,30,월평균 300만원 ~ 400만원 미만,41,경기도,기혼,전문가 및 관련 종사자,4,2,15,96.42857143,100712.5,402850,201425,201425,308550,94300,0,호텔,Y,1,,쇼핑;Well-ness 여행;호캉스 여행;시티투어,2인 가족 여행,2,,4.769230769,4.692307692,4.692307692,11560,"자연 선호 중간선호,자연 선호 매우선호,중립,자연 선호 매우선호,자연 선호 매우선호,중립,중립,도시 선호 매우선호","여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",30대,,,,,여자,,,,,A,B1
e004979,남,30,소득없음 ,41,경기도,미혼,기타,2,3,16,190,53050,318300,159150,106100,100000,202300,16000,"호텔,모텔/여관",Y,2,버스 + 지하철,SNS 인생샷 여행;역사 유적지 방문;시티투어,2인 여행(가족 외),2,"경기도 고양시 덕양구,서울특별시 중구",4.357142857,4.357142857,4.357142857,41280,"중립,중립,중립,중립,중립,중립,중립,중립","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,역사 탐방, 문화적 경험 등 교육적 동기,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기",30대,,,,,남자,,,,,B,C1
e004983,여,40,월평균 100만원 ~ 200만원 미만,28,인천광역시,미혼,사무 종사자,4,1,9,67.5,42250,84500,42250,84500,0,79500,5000,,N,1,지하철,쇼핑;SNS 인생샷 여행;시티투어,2인 가족 여행,2,,4.714285714,4.857142857,4.857142857,50130,"중립,자연 선호 중간선호,중립,자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,도시 선호 매우선호,자연 선호 매우선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,여행 동반자와의 친밀감 및 유대감 증진,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",40대,,,,,여자,,,,,C,C0
e004984,여,30,월평균 200만원 ~ 300만원 미만,28,인천광역시,미혼,사무 종사자,1,2,12,100.9090909,390165.5,1560662,780331,780331,200552,1357110,3000,호텔,Y,2,자가용(승용/승합/트럭 등등),온천/스파;Well-ness 여행;SNS 인생샷 여행;호캉스 여행;시티투어,2인 여행(가족 외),2,인천광역시 미추홀구,4.7,4.6,4.6,50130,"도시 선호 약간선호,자연 선호 매우선호,자연 선호 중간선호,자연 선호 매우선호,자연 선호 약간선호,도시 선호 중간선호,자연 선호 중간선호,도시 선호 중간선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,여행 동반자와의 친밀감 및 유대감 증진",30대,,,,,남자,,,,,A,A1
e004987,남,20,월평균 200만원 ~ 300만원 미만,28,인천광역시,미혼,사무 종사자,1,2,11,144,85550,342200,171100,171100,70000,267200,5000,모텔/여관,Y,2,자가용(승용/승합/트럭 등등),"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;호캉스 여행",2인 여행(가족 외),2,,4.444444444,4.333333333,4.222222222,11680,"도시 선호 중간선호,자연 선호 매우선호,중립,자연 선호 약간선호,도시 선호 중간선호,도시 선호 중간선호,자연 선호 중간선호,도시 선호 매우선호","여행 동반자와의 친밀감 및 유대감 증진,SNS 사진 등록 등 과시,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",20대,,,,,남자,,,,,B,B1
e004989,남,20,월평균 100만원 미만,41,경기도,미혼,학생,1,1,10,53.33333333,65000,130000,65000,130000,0,116000,14000,,N,3,시내/마을버스,교육/체험 프로그램 참가;SNS 인생샷 여행;신규 여행지 발굴;역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2인 여행(가족 외),2,,4.25,3.5,4,50130,"중립,자연 선호 중간선호,자연 선호 약간선호,자연 선호 중간선호,도시 선호 중간선호,자연 선호 약간선호,자연 선호 매우선호,도시 선호 중간선호","역사 탐방, 문화적 경험 등 교육적 동기,새로운 경험 추구,여행 동반자와의 친밀감 및 유대감 증진",20대,,,,,여자,,,,,B,B0
e004990,여,40,월평균 200만원 ~ 300만원 미만,36,세종특별자치시,기혼,전문가 및 관련 종사자,3,3,16,86,24733.33333,222600,74200,74200,0,164300,58300,가족/친지집,N,2,"시내/마을버스,자가용(승용/승합/트럭 등등),택시","쇼핑;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;시티투어",3인 이상 여행(가족 외),3,"경기도 수원시 영통구,세종특별자치시 ",3.909090909,3.727272727,3.636363636,30230,"자연 선호 약간선호,자연 선호 중간선호,자연 선호 중간선호,자연 선호 약간선호,중립,도시 선호 약간선호,자연 선호 중간선호,도시 선호 중간선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,여행 동반자와의 친밀감 및 유대감 증진",30대,~9세이하,,,,남자,남자,,,,C,C0
e005011,여,40,월평균 200만원 ~ 300만원 미만,11,서울특별시,미혼,사무 종사자,5,1,14,43.84615385,51200,51200,51200,51200,0,43000,8200,,N,1,지하철,쇼핑;역사 유적지 방문;종교/성지 순례;SNS 인생샷 여행;인플루언서 따라하기 여행;역사 유적지 방문,나홀로 여행,1,서울특별시 노원구,3.583333333,2.583333333,3,42150,"도시 선호 약간선호,중립,자연 선호 약간선호,도시 선호 중간선호,도시 선호 약간선호,도시 선호 중간선호,자연 선호 약간선호,도시 선호 약간선호","역사 탐방, 문화적 경험 등 교육적 동기,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,운동, 건강 증진 및 충전",,,,,,,,,,,B,B0
e005014,여,30,월평균 300만원 ~ 400만원 미만,30,대전광역시,기혼,전문가 및 관련 종사자,1,4,18,116.4705882,71687,860244,286748,215061,0,740300,119944,,N,3,"버스 + 지하철,자가용(승용/승합/트럭 등등),택시","쇼핑;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;시티투어;지역 문화예술/공연/전시시설 관람",자녀 동반 여행,3,,3.75,3.916666667,3.833333333,50130,"자연 선호 약간선호,자연 선호 약간선호,자연 선호 약간선호,자연 선호 매우선호,중립,도시 선호 약간선호,자연 선호 중간선호,도시 선호 약간선호","역사 탐방, 문화적 경험 등 교육적 동기,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,여행 동반자와의 친밀감 및 유대감 증진",30대,~9세이하,,,,남자,남자,,,,B,B0
e005015,남,40,월평균 300만원 ~ 400만원 미만,11,서울특별시,미혼,전문가 및 관련 종사자,1,1,4,410,28250,113000,28250,113000,0,110000,3000,,N,2,자가용(승용/승합/트럭 등등),"Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;야외 스포츠, 레포츠 활동",3인 이상 여행(가족 외),4,"경기도 가평군,서울특별시 송파구",4.5,4.5,4.5,41820,"자연 선호 매우선호,자연 선호 중간선호,도시 선호 중간선호,자연 선호 약간선호,도시 선호 중간선호,자연 선호 매우선호,도시 선호 중간선호,중립","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,운동, 건강 증진 및 충전,여행 동반자와의 친밀감 및 유대감 증진",30대,30대,20대,,,여자,남자,여자,,,C,C0
e005025,여,30,월평균 500만원 ~ 600만원 미만,11,서울특별시,기혼,전문가 및 관련 종사자,1,2,14,99.23076923,52918.75,423350,105837.5,211675,260000,151200,8150,콘도미니엄/리조트,Y,2,버스 + 지하철,"교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;호캉스 여행;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가",자녀 동반 여행,4,,3.636363636,3.363636364,3.545454545,26350,"자연 선호 중간선호,자연 선호 중간선호,자연 선호 매우선호,자연 선호 중간선호,자연 선호 중간선호,자연 선호 매우선호,자연 선호 약간선호,자연 선호 중간선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,새로운 경험 추구",40대,~9세이하,~9세이하,,,남자,여자,여자,,,B,C1
e005026,남,20,월평균 300만원 ~ 400만원 미만,41,경기도,미혼,사무 종사자,3,2,11,141,131025,524100,262050,262050,280000,244100,0,펜션,Y,3,,"테마파크, 놀이시설, 동/식물원 방문",2인 여행(가족 외),2,경기도 동두천시,3.666666667,3,3.222222222,50110,"자연 선호 중간선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 중간선호","여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,새로운 경험 추구",20대,,,,,여자,,,,,A,A1
e005028,여,30,월평균 300만원 ~ 400만원 미만,41,경기도,미혼,전문가 및 관련 종사자,3,2,12,103.6363636,247975,495950,495950,247975,144150,345600,6200,호텔,Y,2,"시외/고속버스,자가용(승용/승합/트럭 등등)",쇼핑;Well-ness 여행;SNS 인생샷 여행;호캉스 여행;신규 여행지 발굴,나홀로 여행,1,경기도 과천시,4.3,4,4.1,42230,"자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 약간선호,자연 선호 중간선호,중립,자연 선호 중간선호,도시 선호 중간선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,운동, 건강 증진 및 충전",,,,,,,,,,,A,A1
e005102,남,30,월평균 300만원 ~ 400만원 미만,41,경기도,기혼,사무 종사자,2,1,5,187.5,42450,84900,42450,84900,0,34200,50700,,N,2,자가용(승용/승합/트럭 등등),"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;친환경 여행(플로깅 여행);시티투어",2인 여행(가족 외),2,경기도 부천시,4,4,4,50130,"자연 선호 중간선호,자연 선호 중간선호,도시 선호 약간선호,자연 선호 중간선호,도시 선호 중간선호,도시 선호 약간선호,자연 선호 약간선호,자연 선호 중간선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,SNS 사진 등록 등 과시,운동, 건강 증진 및 충전",30대,,,,,여자,,,,,C,C0
e005106,여,20,월평균 400만원 ~ 500만원 미만,41,경기도,기혼,전문가 및 관련 종사자,4,1,8,77.14285714,24750,49500,24750,49500,0,46500,3000,,N,2,자가용(승용/승합/트럭 등등),쇼핑;Well-ness 여행;SNS 인생샷 여행;역사 유적지 방문;시티투어,2인 여행(가족 외),2,경기도 수원시 팔달구,4.333333333,4.5,4.5,48220,"도시 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,자연 선호 약간선호,도시 선호 중간선호,도시 선호 중간선호,도시 선호 약간선호,도시 선호 매우선호","여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,역사 탐방, 문화적 경험 등 교육적 동기",20대,,,,,남자,,,,,C,C0
e005110,남,30,월평균 300만원 ~ 400만원 미만,41,경기도,미혼,전문가 및 관련 종사자,2,2,7,265,72780,582240,145560,291120,350000,45520,50000,펜션,Y,2,자가용(승용/승합/트럭 등등),"쇼핑;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴",3인 이상 여행(가족 외),4,경기도 수원시 팔달구,5,5,5,42150,"자연 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,자연 선호 매우선호,자연 선호 매우선호,도시 선호 매우선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행),여행 동반자와의 친밀감 및 유대감 증진",20대,30대,20대,,,여자,남자,남자,,,B,B1
e005111,남,30,월평균 300만원 ~ 400만원 미만,41,경기도,미혼,전문가 및 관련 종사자,3,1,6,132,517510,1035020,517510,1035020,0,1035020,0,,N,2,,쇼핑;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행;지역 축제/이벤트 참가,2인 여행(가족 외),2,경기도 화성시,4.75,4.75,5,50110,"자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,도시 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호","여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",20대,,,,,여자,,,,,A,A0
e005116,여,40,월평균 500만원 ~ 600만원 미만,41,경기도,기혼,전문가 및 관련 종사자,5,2,5,345,52875,423000,105750,211500,272000,84000,67000,전통 숙박시설,Y,2,자가용(승용/승합/트럭 등등),"드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;신규 여행지 발굴;지역 축제/이벤트 참가",자녀 동반 여행,4,,4,4,4,42760,"자연 선호 중간선호,자연 선호 중간선호,자연 선호 매우선호,도시 선호 약간선호,도시 선호 매우선호,중립,자연 선호 중간선호,도시 선호 약간선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구",40대,~9세이하,~9세이하,,,남자,남자,여자,,,B,C1
e005127,여,20,월평균 100만원 미만,41,경기도,미혼,사무 종사자,2,3,29,66.42857143,11253.33333,33760,33760,11253.333333,0,27660,6100,,N,2,지하철,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;친환경 여행(플로깅 여행);지역 문화예술/공연/전시시설 관람",나홀로 여행,1,경기도 안산시 단원구,5,5,5,11110,"중립,자연 선호 매우선호,중립,중립,자연 선호 약간선호,중립,자연 선호 중간선호,도시 선호 약간선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,역사 탐방, 문화적 경험 등 교육적 동기,새로운 경험 추구",,,,,,,,,,,C,C0
