TRAVELER_ID,GENDER,AGE_GRP,INCOME,RESIDENCE_SGG_CD,RESIDENCE_SIDO_NM,MARR_STTS,JOB_NM,TRAVEL_NUM,TRAVEL_DAYS_SUM,VISIT_AREA_CNT,RESIDENCE_TIME_MIN_AVG,PAYMENT_AMT_WON_PER_UNIT,PAYMENT_AMT_WON_SUM,PAYMENT_AMT_WON_PER_PERSON,PAYMENT_AMT_WON_PER_DAY,LODGE_PAYMENT_AMT_WON_SUM,ACTIVITY_PAYMENT_AMT_WON_SUM,MVMN_PAYMENT_AMT_WON_SUM,LODGING_TYPE_CD,LODGING_YN,ACTIVITY_TYPE_CD_CNT,MVMN_NM,TRAVEL_PURPOSE,TRAVEL_COMPANION_TYPE,TRAVEL_COMPANIONS_NUM,VISIT_SIDO_SGG_NM,DGSTFN_AVG,REVISIT_INTENTION_AVG,RCMDTN_INTENTION_AVG,TRAVEL_LIKE_SGG_1,TRAVEL_STYL_ALL,TRAVEL_MOTIVE_ALL,COMPANION_AGE_GRP_1,COMPANION_AGE_GRP_2,COMPANION_AGE_GRP_3,COMPANION_AGE_GRP_4,COMPANION_AGE_GRP_5,COMPANION_GENDER_1,COMPANION_GENDER_2,COMPANION_GENDER_3,COMPANION_GENDER_4,COMPANION_GENDER_5,VALUE_SEGMENT,VALUE_SEGMENT_SUB
e000004,남,40,월평균 500만원 ~ 600만원 미만,41,경기도,기혼,전문가 및 관련 종사자,1,1,5,135,3166.666667,9500,3166.666667,9500,0,0,0,,N,,,역사 유적지 방문,자녀 동반 여행,3,경기도 화성시,4,3.333333333,3.666666667,50110,"도시 선호 약간선호,자연 선호 약간선호,도시 선호 약간선호,중립,도시 선호 약간선호,중립,자연 선호 중간선호,도시 선호 약간선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,여행 동반자와의 친밀감 및 유대감 증진,",30대,~9세이하,,,,여자,남자,,,,C,C0
e000006,남,30,월평균 300만원 ~ 400만원 미만,11,서울특별시,미혼,사무 종사자,4,2,11,102,18025,72100,36050,36050,0,58500,13600,,N,2,"자가용(승용/승합/트럭 등등),지하철",Well-ness 여행,2인 가족 여행,2,서울특별시 동대문구,4.75,4.75,4.75,26350,"자연 선호 약간선호,자연 선호 약간선호,자연 선호 중간선호,중립,도시 선호 약간선호,중립,자연 선호 약간선호,자연 선호 중간선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,여행 동반자와의 친밀감 및 유대감 증진",20대,,,,,남자,,,,,C,C0
e000009,여,30,월평균 200만원 ~ 300만원 미만,28,인천광역시,미혼,사무 종사자,1,2,12,193.6363636,88285,353140,176570,176570,0,319340,33800,,N,3,자가용(승용/승합/트럭 등등),"테마파크, 놀이시설, 동/식물원 방문;시티투어",2인 여행(가족 외),2,,4.5,4.5,4.5,42150,"자연 선호 약간선호,자연 선호 중간선호,자연 선호 약간선호,자연 선호 약간선호,자연 선호 중간선호,도시 선호 중간선호,중립,도시 선호 매우선호","여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",30대,,,,,남자,,,,,A,A0
e000010,여,30,월평균 200만원 ~ 300만원 미만,48,경상남도,미혼,사무 종사자,2,2,15,177.8571429,264335,528670,528670,264335,0,421160,107510,,N,2,"버스 + 지하철,택시",역사 유적지 방문;지역 문화예술/공연/전시시설 관람,나홀로 여행,1,서울특별시 은평구,4.25,4.25,3.916666667,11710,"도시 선호 약간선호,중립,자연 선호 약간선호,자연 선호 중간선호,도시 선호 약간선호,중립,도시 선호 약간선호,자연 선호 약간선호","역사 탐방, 문화적 경험 등 교육적 동기,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",,,,,,,,,,,A,A0
e000011,여,60,월평균 500만원 ~ 600만원 미만,48,경상남도,기혼,전문가 및 관련 종사자,1,3,14,156.9230769,98175,1178100,294525,392700,0,764300,273800,,N,2,"KTX/SRT(고속열차),자가용(승용/승합/트럭 등등),지하철",쇼핑;Well-ness 여행,3인 이상 여행(가족 외),4,경기도 과천시,3.9,3.7,3.8,48220,"자연 선호 약간선호,자연 선호 약간선호,자연 선호 약간선호,중립,자연 선호 중간선호,중립,도시 선호 중간선호,도시 선호 중간선호","여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",50대,50대,50대,,,여자,여자,여자,,,A,A0
e000013,여,20,월평균 200만원 ~ 300만원 미만,45,전라북도,미혼,사무 종사자,4,2,8,188.5714286,92402.5,739220,184805,369610,240000,414220,85000,"야영(캠핑,글램핑등)",Y,2,자가용(승용/승합/트럭 등등),쇼핑;SNS 인생샷 여행;신규 여행지 발굴;지역 문화예술/공연/전시시설 관람,부모 동반 여행,4,,4.666666667,4.333333333,4.333333333,11110,"도시 선호 중간선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 중간선호,도시 선호 중간선호,자연 선호 중간선호,자연 선호 매우선호,자연 선호 중간선호","여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",50대,50대,20대,,,남자,여자,여자,,,A,B1
e000014,남,60,월평균 500만원 ~ 600만원 미만,28,인천광역시,기혼,사무 종사자,2,1,3,345,80400,241200,80400,241200,0,189000,52200,,N,3,자가용(승용/승합/트럭 등등),"테마파크, 놀이시설, 동/식물원 방문",자녀 동반 여행,3,,5,5,5,50130,"자연 선호 약간선호,자연 선호 약간선호,자연 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,중립,자연 선호 중간선호,도시 선호 중간선호","여행 동반자와의 친밀감 및 유대감 증진,특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행),일상적인 환경 및 역할에서의 탈출, 지루함 탈피",40대,~9세이하,,,,여자,여자,,,,B,A0
e000015,남,20,월평균 100만원 미만,45,전라북도,미혼,학생,2,4,24,61.30434783,61450,491600,245800,122900,0,453600,38000,,N,3,버스 + 지하철,유흥/오락(나이트라이프),2인 여행(가족 외),2,"서울특별시 광진구,전라북도 전주시 덕진구",3.888888889,3.333333333,3.5,50130,"도시 선호 중간선호,자연 선호 약간선호,자연 선호 약간선호,중립,자연 선호 약간선호,도시 선호 중간선호,도시 선호 중간선호,도시 선호 약간선호","여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,기타",20대,,,,,남자,,,,,B,B0
e000016,남,30,월평균 200만원 ~ 300만원 미만,11,서울특별시,미혼,사무 종사자,1,1,4,180,135300,135300,135300,135300,0,135300,0,,N,2,,쇼핑;SNS 인생샷 여행;시티투어,나홀로 여행,1,,4,4,4,11500,"자연 선호 중간선호,도시 선호 중간선호,자연 선호 중간선호,중립,도시 선호 약간선호,도시 선호 중간선호,도시 선호 중간선호,자연 선호 매우선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",,,,,,,,,,,A,A0
e000018,여,40,소득없음 ,41,경기도,기혼,전업주부,6,1,4,220,21080,63240,21080,63240,0,58500,4740,,N,2,자가용(승용/승합/트럭 등등),"테마파크, 놀이시설, 동/식물원 방문;교육/체험 프로그램 참가",자녀 동반 여행,3,,5,5,5,41360,"자연 선호 중간선호,자연 선호 매우선호,자연 선호 중간선호,도시 선호 매우선호,중립,자연 선호 매우선호,자연 선호 중간선호,자연 선호 중간선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,새로운 경험 추구,역사 탐방, 문화적 경험 등 교육적 동기",~9세이하,~9세이하,,,,여자,여자,,,,C,C0
e000020,여,40,월평균 500만원 ~ 600만원 미만,11,서울특별시,기혼,전문가 및 관련 종사자,10,2,13,80,146262.5,292525,292525,146262.5,84375,166650,41500,호텔,Y,3,자가용(승용/승합/트럭 등등),등반 여행;Well-ness 여행,나홀로 여행,1,서울특별시 서대문구,4.363636364,3.818181818,4.181818182,42230,"도시 선호 약간선호,자연 선호 중간선호,자연 선호 중간선호,자연 선호 약간선호,도시 선호 약간선호,자연 선호 약간선호,중립,자연 선호 중간선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기",,,,,,,,,,,A,A1
e000021,남,20,월평균 600만원 ~ 700만원 미만,11,서울특별시,미혼,사무 종사자,3,2,16,76,50850,203400,101700,101700,70000,120100,13300,호텔,Y,2,"KTX/SRT(고속열차),지하철",신규 여행지 발굴,2인 여행(가족 외),2,,4.071428571,4,4,42820,"도시 선호 중간선호,자연 선호 중간선호,도시 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,도시 선호 중간선호,자연 선호 중간선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구",30대,,,,,남자,,,,,B,C1
e000022,남,40,월평균 500만원 ~ 600만원 미만,11,서울특별시,기혼,기능원 및 관련 기능 종사자,1,1,5,135,118300,236600,118300,236600,0,200000,36600,,N,2,자가용(승용/승합/트럭 등등),SNS 인생샷 여행;반려동물 동반 여행,2인 가족 여행,2,,4.333333333,4.333333333,4.333333333,42210,"자연 선호 매우선호,자연 선호 매우선호,중립,자연 선호 약간선호,자연 선호 매우선호,도시 선호 중간선호,도시 선호 중간선호,도시 선호 중간선호","여행 동반자와의 친밀감 및 유대감 증진,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",40대,,,,,남자,,,,,A,A0
e000023,남,60,월평균 200만원 ~ 300만원 미만,28,인천광역시,기혼,전문가 및 관련 종사자,20,1,7,120,24766.66667,74300,24766.666667,74300,0,49300,25000,,N,2,자가용(승용/승합/트럭 등등),시티투어,3대 동반 여행(친척 포함),3,,4.2,3.8,3.8,46710,"중립,자연 선호 매우선호,자연 선호 중간선호,자연 선호 매우선호,자연 선호 매우선호,중립,도시 선호 약간선호,자연 선호 매우선호","여행 동반자와의 친밀감 및 유대감 증진,역사 탐방, 문화적 경험 등 교육적 동기,새로운 경험 추구",~9세이하,70세이상,,,,여자,여자,,,,C,C0
e000025,여,40,월평균 200만원 ~ 300만원 미만,11,서울특별시,기혼,전문가 및 관련 종사자,1,1,5,157.5,21866.66667,65600,21866.666667,65600,0,65600,0,,N,1,,SNS 인생샷 여행,자녀 동반 여행,3,,4,3,3.666666667,41480,"자연 선호 중간선호,도시 선호 중간선호,도시 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,도시 선호 중간선호,도시 선호 중간선호,자연 선호 매우선호","여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",40대,10대,,,,남자,남자,,,,C,C0
e000030,남,50,"월평균 900만원 ~ 1,000만원 미만",11,서울특별시,기혼,사무 종사자,2,1,5,195,13800,13800,13800,13800,0,0,13800,,N,,고속전철(ITX 등),Well-ness 여행,나홀로 여행,1,,5,5,5,41830,"자연 선호 중간선호,도시 선호 매우선호,자연 선호 매우선호,도시 선호 약간선호,자연 선호 중간선호,도시 선호 중간선호,도시 선호 약간선호,자연 선호 약간선호","SNS 사진 등록 등 과시,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",,,,,,,,,,,C,C0
e000037,여,30,월평균 200만원 ~ 300만원 미만,11,서울특별시,기혼,판매 종사자,1,1,4,50,61500,61500,61500,61500,0,52000,0,,N,1,,SNS 인생샷 여행,나홀로 여행,1,,5,5,5,41460,"중립,자연 선호 약간선호,자연 선호 매우선호,자연 선호 매우선호,중립,중립,중립,중립","진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,새로운 경험 추구",,,,,,,,,,,B,B0
e000038,남,30,월평균 400만원 ~ 500만원 미만,11,서울특별시,기혼,기타,3,2,9,116.25,72650,290600,145300,145300,66000,184600,40000,호텔,Y,3,자가용(승용/승합/트럭 등등),Well-ness 여행;SNS 인생샷 여행;호캉스 여행,2인 가족 여행,2,,4.857142857,4.714285714,4.714285714,50110,"자연 선호 약간선호,자연 선호 중간선호,자연 선호 약간선호,자연 선호 중간선호,자연 선호 중간선호,중립,도시 선호 약간선호,자연 선호 약간선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,새로운 경험 추구",30대,,,,,여자,,,,,B,C1
e000039,남,40,월평균 100만원 미만,11,서울특별시,기혼,전문가 및 관련 종사자,1,1,9,48.75,86900,173800,86900,173800,0,116500,57300,,N,2,자가용(승용/승합/트럭 등등),"테마파크, 놀이시설, 동/식물원 방문",2인 가족 여행,2,,4.571428571,4.428571429,4.571428571,41480,"자연 선호 매우선호,도시 선호 중간선호,자연 선호 중간선호,자연 선호 약간선호,자연 선호 약간선호,자연 선호 약간선호,자연 선호 약간선호,자연 선호 중간선호","여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,새로운 경험 추구",30대,,,,,남자,,,,,B,A0
e000040,남,30,월평균 300만원 ~ 400만원 미만,41,경기도,미혼,사무 종사자,6,2,9,116.25,18600,74400,37200,37200,0,64400,10000,,N,1,자가용(승용/승합/트럭 등등),역사 유적지 방문;시티투어,2인 여행(가족 외),2,,4.2,3.2,3.4,50110,"자연 선호 중간선호,자연 선호 중간선호,중립,도시 선호 약간선호,도시 선호 중간선호,중립,자연 선호 중간선호,자연 선호 약간선호","여행 동반자와의 친밀감 및 유대감 증진,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,역사 탐방, 문화적 경험 등 교육적 동기",30대,,,,,여자,,,,,C,C0
e000041,남,60,"월평균 900만원 ~ 1,000만원 미만",11,서울특별시,기혼,전문가 및 관련 종사자,1,3,16,142,41583.33333,249500,124750,83166.666667,0,163500,86000,,N,3,자가용(승용/승합/트럭 등등),시티투어;유흥/오락(나이트라이프),부모 동반 여행,2,"경기도 수원시 권선구,경기도 안산시 단원구,서울특별시 서대문구",4.666666667,4.666666667,4.666666667,42150,"중립,자연 선호 중간선호,중립,자연 선호 중간선호,자연 선호 중간선호,중립,도시 선호 약간선호,자연 선호 약간선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,,",70세이상,,,,,여자,,,,,C,C0
e000042,여,20,월평균 200만원 ~ 300만원 미만,11,서울특별시,미혼,사무 종사자,11,1,8,81.42857143,70900,141800,70900,141800,0,72000,69800,,N,2,"배/선박,자가용(승용/승합/트럭 등등)","드라마 촬영지 방문;신규 여행지 발굴;야외 스포츠, 레포츠 활동",2인 여행(가족 외),2,,4.166666667,4,4,50110,"자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 약간선호,자연 선호 중간선호,자연 선호 매우선호,도시 선호 중간선호,도시 선호 약간선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구",30대,,,,,남자,,,,,B,B0
e000045,여,60,월평균 100만원 미만,41,경기도,기혼,사무 종사자,2,2,7,385,18917.5,75670,37835,37835,0,40070,35600,,N,3,자가용(승용/승합/트럭 등등),반려동물 동반 여행,2인 가족 여행,2,경기도 광명시,4,3.8,3.8,42210,"자연 선호 약간선호,자연 선호 약간선호,도시 선호 약간선호,중립,자연 선호 중간선호,도시 선호 중간선호,자연 선호 중간선호,도시 선호 중간선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,여행 동반자와의 친밀감 및 유대감 증진",50대,,,,,남자,,,,,C,C0
e000046,남,60,월평균 200만원 ~ 300만원 미만,41,경기도,기혼,관리자,2,1,4,200,55625,222500,55625,222500,0,180300,42200,,N,1,자가용(승용/승합/트럭 등등),"야외 스포츠, 레포츠 활동",3인 이상 여행(가족 외),4,경기도 광명시,4.5,4.5,4.5,41820,"자연 선호 매우선호,중립,자연 선호 약간선호,중립,도시 선호 중간선호,도시 선호 약간선호,자연 선호 매우선호,중립","운동, 건강 증진 및 충전,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,여행 동반자와의 친밀감 및 유대감 증진",50대,50대,50대,,,남자,남자,남자,,,B,B0
e000293,여,30,월평균 100만원 ~ 200만원 미만,44,충청남도,미혼,사무 종사자,2,1,11,45,170300,170300,170300,170300,0,151600,18700,,N,3,버스 + 지하철,쇼핑;SNS 인생샷 여행;시티투어;지역 문화예술/공연/전시시설 관람,나홀로 여행,1,,4.111111111,4.888888889,3.666666667,11110,"자연 선호 약간선호,자연 선호 매우선호,자연 선호 중간선호,중립,자연 선호 중간선호,중립,자연 선호 매우선호,중립","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,새로운 경험 추구",,,,,,,,,,,A,A0
e000294,여,20,월평균 100만원 ~ 200만원 미만,45,전라북도,미혼,기능원 및 관련 기능 종사자,3,3,7,340,100466.6667,602800,301400,200933.333333,133200,386300,83300,"모텔/여관,콘도미니엄/리조트",Y,3,자가용(승용/승합/트럭 등등),"쇼핑;테마파크, 놀이시설, 동/식물원 방문;호캉스 여행;인플루언서 따라하기 여행",2인 여행(가족 외),2,,3.4,3.8,3.6,26230,"자연 선호 중간선호,자연 선호 매우선호,중립,중립,자연 선호 중간선호,중립,도시 선호 약간선호,자연 선호 매우선호","여행 동반자와의 친밀감 및 유대감 증진,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",20대,,,,,남자,,,,,A,B1
e000296,여,30,월평균 300만원 ~ 400만원 미만,41,경기도,미혼,전문가 및 관련 종사자,8,3,13,202.5,38200,114600,114600,38200,0,106600,8000,,N,1,버스 + 지하철,지역 축제/이벤트 참가;교육/체험 프로그램 참가;Well-ness 여행;인플루언서 따라하기 여행;쇼핑;SNS 인생샷 여행;호캉스 여행,나홀로 여행,1,,4,3.545454545,3.454545455,11440,"자연 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,자연 선호 매우선호,자연 선호 중간선호,자연 선호 중간선호,도시 선호 매우선호,도시 선호 중간선호","진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,새로운 경험 추구,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",,,,,,,,,,,C,C0
e000297,여,30,월평균 200만원 ~ 300만원 미만,45,전라북도,미혼,기타,1,2,13,70,118725,237450,237450,118725,0,99900,52050,,N,2,버스 + 지하철,SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람,나홀로 여행,1,전라북도 군산시,4.4,4.4,4.4,11110,"도시 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,중립,자연 선호 매우선호,도시 선호 중간선호,도시 선호 매우선호,도시 선호 매우선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,새로운 경험 추구,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",,,,,,,,,,,A,A0
e000299,여,50,월평균 100만원 ~ 200만원 미만,50,제주특별자치도,미혼,사무 종사자,4,2,14,94.61538462,186300,372600,372600,186300,0,257400,115200,,N,2,항공기,역사 유적지 방문;지역 문화예술/공연/전시시설 관람,나홀로 여행,1,,4.166666667,4.333333333,4,50110,"중립,자연 선호 중간선호,자연 선호 중간선호,도시 선호 약간선호,자연 선호 약간선호,자연 선호 중간선호,자연 선호 중간선호,도시 선호 중간선호","역사 탐방, 문화적 경험 등 교육적 동기,새로운 경험 추구,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",,,,,,,,,,,A,A0
e000301,남,20,월평균 200만원 ~ 300만원 미만,28,인천광역시,미혼,단순노무종사자,6,2,7,275,91650,366600,183300,183300,324500,28100,14000,호텔,Y,1,버스 + 지하철,SNS 인생샷 여행;호캉스 여행;인플루언서 따라하기 여행;시티투어,2인 여행(가족 외),2,,4.75,4.75,4.75,50130,"자연 선호 중간선호,자연 선호 중간선호,자연 선호 매우선호,자연 선호 약간선호,도시 선호 약간선호,자연 선호 약간선호,자연 선호 약간선호,도시 선호 중간선호","SNS 사진 등록 등 과시,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,여행 동반자와의 친밀감 및 유대감 증진",20대,,,,,여자,,,,,A,B1
e000302,여,20,월평균 200만원 ~ 300만원 미만,27,대구광역시,미혼,사무 종사자,5,3,19,130,195266.6667,585800,585800,195266.666667,0,501200,84600,,N,4,"KTX/SRT(고속열차),버스 + 지하철","테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행",나홀로 여행,1,,4.6,3.733333333,4.6,50130,"자연 선호 중간선호,자연 선호 약간선호,자연 선호 약간선호,자연 선호 약간선호,도시 선호 중간선호,도시 선호 약간선호,도시 선호 중간선호,도시 선호 중간선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,,",,,,,,,,,,,A,A0
e000307,남,30,월평균 200만원 ~ 300만원 미만,28,인천광역시,미혼,사무 종사자,1,1,8,64.28571429,90200,90200,90200,90200,0,37800,52400,,N,1,자가용(승용/승합/트럭 등등),역사 유적지 방문,나홀로 여행,1,인천광역시 서구,4.333333333,3.833333333,3.833333333,42150,"자연 선호 매우선호,중립,중립,중립,자연 선호 매우선호,중립,자연 선호 중간선호,도시 선호 중간선호","새로운 경험 추구,역사 탐방, 문화적 경험 등 교육적 동기,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",,,,,,,,,,,A,A0
e000308,남,30,월평균 200만원 ~ 300만원 미만,31,울산광역시,기혼,사무 종사자,3,4,40,96.92307692,233661.25,1869290,934645,467322.5,440000,703590,286500,호텔,Y,4,"KTX/SRT(고속열차),버스 + 지하철,자가용(승용/승합/트럭 등등),택시","쇼핑;테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;유흥/오락(나이트라이프);지역 축제/이벤트 참가",2인 가족 여행,2,,4.105263158,3.921052632,4.052631579,26710,"자연 선호 약간선호,중립,도시 선호 약간선호,자연 선호 약간선호,중립,자연 선호 약간선호,도시 선호 약간선호,도시 선호 매우선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구",30대,,,,,남자,,,,,A,A1
e000311,남,30,월평균 300만원 ~ 400만원 미만,11,서울특별시,기혼,사무 종사자,2,1,8,111.4285714,35000,105000,35000,105000,0,71800,33200,,N,2,자가용(승용/승합/트럭 등등),"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;인플루언서 따라하기 여행;야외 스포츠, 레포츠 활동",자녀 동반 여행,3,,3.5,3.5,3.5,41270,"자연 선호 중간선호,자연 선호 약간선호,자연 선호 약간선호,자연 선호 중간선호,자연 선호 약간선호,자연 선호 중간선호,자연 선호 중간선호,도시 선호 중간선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,새로운 경험 추구,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",30대,~9세이하,,,,여자,남자,,,,C,C0
e000313,여,30,월평균 200만원 ~ 300만원 미만,28,인천광역시,미혼,사무 종사자,2,3,20,90,40766.66667,122300,122300,40766.666667,0,119000,3300,,N,2,지하철,"쇼핑;SNS 인생샷 여행;시티투어;야외 스포츠, 레포츠 활동;유흥/오락(나이트라이프)",나홀로 여행,1,,4.25,3.4375,3.6875,11500,"도시 선호 중간선호,도시 선호 중간선호,도시 선호 약간선호,도시 선호 중간선호,도시 선호 약간선호,도시 선호 중간선호,도시 선호 약간선호,도시 선호 중간선호","운동, 건강 증진 및 충전,역사 탐방, 문화적 경험 등 교육적 동기,새로운 경험 추구",,,,,,,,,,,C,C0
e000317,남,30,월평균 200만원 ~ 300만원 미만,41,경기도,미혼,사무 종사자,1,3,30,71.37931034,68466.66667,205400,205400,68466.666667,59000,137700,8700,호텔,Y,2,버스 + 지하철,"쇼핑;드라마 촬영지 방문;시티투어;야외 스포츠, 레포츠 활동;유흥/오락(나이트라이프)",나홀로 여행,1,,4.5,3.653846154,3.615384615,29155,"도시 선호 약간선호,도시 선호 중간선호,도시 선호 약간선호,중립,도시 선호 약간선호,도시 선호 약간선호,중립,중립","운동, 건강 증진 및 충전,새로운 경험 추구,역사 탐방, 문화적 경험 등 교육적 동기",,,,,,,,,,,B,C1
e000319,여,50,월평균 100만원 ~ 200만원 미만,28,인천광역시,기혼,서비스 종사자,10,3,22,85.71428571,34150,102450,102450,34150,0,98100,4350,,N,1,지하철,"쇼핑;드라마 촬영지 방문;신규 여행지 발굴;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람",나홀로 여행,1,,4.125,3,3.125,11620,"중립,자연 선호 약간선호,자연 선호 약간선호,도시 선호 약간선호,자연 선호 약간선호,자연 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,역사 탐방, 문화적 경험 등 교육적 동기,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",,,,,,,,,,,C,C0
e000322,남,60,월평균 300만원 ~ 400만원 미만,28,인천광역시,기혼,서비스 종사자,1,3,19,95,4766.666667,14300,14300,4766.666667,0,11000,3300,,N,1,지하철,"쇼핑;신규 여행지 발굴;역사 유적지 방문;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람",나홀로 여행,1,,4.153846154,3.153846154,2.923076923,26320,"자연 선호 약간선호,자연 선호 약간선호,자연 선호 약간선호,중립,자연 선호 중간선호,중립,자연 선호 중간선호,중립","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,역사 탐방, 문화적 경험 등 교육적 동기,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",,,,,,,,,,,C,C0
e000323,여,20,월평균 100만원 ~ 200만원 미만,11,서울특별시,미혼,기타,2,2,14,80.76923077,56000,224000,112000,112000,65000,141400,17600,모텔/여관,Y,2,버스 + 지하철,"SNS 인생샷 여행;인플루언서 따라하기 여행;쇼핑;테마파크, 놀이시설, 동/식물원 방문;시티투어",2인 여행(가족 외),2,,4.5,4.166666667,4.166666667,46110,"중립,자연 선호 중간선호,자연 선호 중간선호,중립,자연 선호 약간선호,도시 선호 중간선호,도시 선호 중간선호,도시 선호 매우선호","특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행),여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",30대,,,,,남자,,,,,B,C1
e000327,여,20,월평균 100만원 ~ 200만원 미만,28,인천광역시,미혼,학생,1,1,7,90,86250,86250,86250,86250,0,73500,12750,,N,2,"지하철,택시",쇼핑;SNS 인생샷 여행;인플루언서 따라하기 여행,나홀로 여행,1,,3.8,3.6,3.2,41110,"중립,자연 선호 중간선호,자연 선호 중간선호,자연 선호 약간선호,중립,자연 선호 매우선호,도시 선호 약간선호,도시 선호 약간선호","진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,역사 탐방, 문화적 경험 등 교육적 동기,SNS 사진 등록 등 과시",,,,,,,,,,,B,A0
